gene_13_38_85_5_87_80_6_86_54_75_69_28_75_71_38_97_79_7_78_67_35_45_79_12_91_58_92_15_51_67_12_57_82,6,0.146471,117.92
gene_100_6_77_66_36_18_67_9_26_53_0_57_98_20_11_76_43_56_34_14_43_61_42_48_65_57_44_31_25_64_92_60_86,16,0.157909,114.693
gene_94_54_21_12_94_21_12_46_38_21_73_58_51_76_88_81_13_51_81_74_100_81_78_14_4_59_0_14_18_62_6_71_6,13,0.144163,108.851
gene_63_70_21_46_1_24_6_36_57_39_73_81_36_68_29_61_80_71_15_8_65_31_20_53_100_53_62_47_9_65_11_40_25,17,0.134776,104.712
gene_68_42_16_69_40_24_96_62_57_7_47_83_99_83_12_100_17_9_80_71_76_87_37_66_100_44_1_18_83_20_14_3_94,21,0.14999,104.667
gene_21_52_85_66_92_19_57_81_54_53_10_21_74_86_33_31_32_10_77_87_32_65_37_41_65_23_0_15_14_67_34_57_6,23,0.118216,104.1
gene_92_88_29_29_98_47_36_46_57_14_43_37_32_75_37_82_68_91_3_67_98_91_81_48_8_60_1_15_14_41_14_59_60,19,0.126355,102.778
gene_31_33_30_67_59_81_58_82_4_86_94_80_100_64_87_36_63_32_40_73_98_93_7_80_18_20_23_12_14_46_14_64_82,18,0.144734,100.913
gene_91_11_86_50_79_37_2_60_52_60_0_67_100_69_15_76_70_81_7_4_77_8_12_73_65_11_41_47_3_67_3_1_48,21,0.128957,100.489
gene_69_88_89_17_51_53_42_82_4_22_74_100_98_71_27_28_80_32_15_12_30_91_82_17_1_23_44_37_10_64_34_57_90,19,0.131333,100.477
gene_0_89_33_61_23_33_15_10_24_75_69_65_48_50_21_76_14_85_99_33_12_61_18_18_68_53_44_15_11_19_9_68_90,22,0.124061,99.9796
gene_51_59_76_91_25_18_36_62_7_70_100_19_98_64_16_36_19_64_47_47_73_32_17_56_91_31_8_69_11_53_34_70_89,19,0.130231,98.5242
gene_95_2_62_58_54_96_63_57_50_19_69_18_54_37_9_94_85_71_20_51_86_74_12_9_68_27_42_25_14_80_15_59_39,19,0.119425,98.3779
gene_30_6_21_3_36_33_60_87_61_34_73_81_79_85_15_97_79_71_57_47_32_79_84_73_80_53_22_42_11_62_1_67_64,14,0.138772,98.2323
gene_33_1_76_34_87_47_85_60_51_64_80_81_54_48_16_94_70_10_75_47_11_72_21_91_30_11_78_14_11_75_14_65_49,13,0.121394,98.1606
gene_64_18_10_69_47_77_7_82_28_36_46_15_32_66_11_95_39_66_75_23_45_86_28_70_12_27_41_12_21_56_14_11_10,23,0.130809,97.911
gene_95_43_85_65_36_24_33_13_52_15_77_45_91_79_35_47_57_46_30_65_12_68_80_22_91_57_0_8_83_79_14_11_55,16,0.1197,96.0783
gene_21_43_5_57_64_24_31_86_59_16_68_84_91_76_11_46_10_74_86_61_80_30_21_55_67_23_23_32_16_61_15_1_80,18,0.121046,95.9438
gene_59_73_38_46_100_33_93_19_61_58_70_45_50_68_29_82_64_55_57_23_32_76_43_53_68_23_62_84_9_62_10_67_62,16,0.119341,94.9684
gene_13_52_76_30_84_74_69_86_54_75_94_78_52_44_13_100_79_35_36_12_11_64_37_56_35_62_92_66_51_72_12_8_37,17,0.116191,94.3462
gene_0_34_47_65_56_45_36_78_35_5_77_28_44_87_25_18_62_91_42_67_43_30_12_14_94_62_1_10_3_28_4_72_85,20,0.12798,93.8413
gene_2_45_91_32_100_96_12_41_26_7_79_85_36_44_89_76_10_54_29_100_86_96_13_84_16_13_87_11_3_52_12_10_49,21,0.115648,93.7784
gene_30_6_40_32_77_21_12_57_40_21_80_63_47_66_92_14_100_30_61_39_83_32_78_8_9_11_44_14_18_90_6_71_83,13,0.118233,93.7652
gene_53_70_76_91_86_47_60_83_18_63_5_33_1_64_89_100_32_67_77_32_41_82_24_11_5_23_25_30_11_81_1_44_82,22,0.125133,93.5494
gene_13_33_35_63_59_81_63_82_4_16_94_80_100_20_28_36_63_91_16_73_98_63_28_14_18_55_23_12_73_49_14_3_82,18,0.125909,93.5187
gene_13_38_31_74_91_33_41_46_85_5_77_100_75_31_33_93_100_55_57_25_12_57_17_90_64_53_23_15_20_60_12_11_38,21,0.111607,93.117
gene_99_74_75_65_90_22_65_13_37_18_64_32_97_66_30_95_43_64_76_70_86_82_45_9_6_55_21_8_11_64_39_60_53,17,0.11711,92.9358
gene_98_11_31_52_86_33_6_58_25_70_77_100_98_68_89_93_100_58_61_12_12_57_17_8_2_53_79_47_59_71_14_39_89,16,0.127273,92.729
gene_98_10_7_22_94_18_87_39_18_19_10_81_98_64_16_28_21_9_6_47_83_81_30_70_13_49_45_25_34_80_14_60_6,14,0.128665,92.7129
