round,alpha,beta,give,keep,steal,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p0=>p0,p0=>p1,p0=>p2,p0=>p3,p0=>p4,p0=>p5,p0=>p6,p0=>p7,p0=>p8,p0=>p9,p0=>p10,p1=>p0,p1=>p1,p1=>p2,p1=>p3,p1=>p4,p1=>p5,p1=>p6,p1=>p7,p1=>p8,p1=>p9,p1=>p10,p2=>p0,p2=>p1,p2=>p2,p2=>p3,p2=>p4,p2=>p5,p2=>p6,p2=>p7,p2=>p8,p2=>p9,p2=>p10,p3=>p0,p3=>p1,p3=>p2,p3=>p3,p3=>p4,p3=>p5,p3=>p6,p3=>p7,p3=>p8,p3=>p9,p3=>p10,p4=>p0,p4=>p1,p4=>p2,p4=>p3,p4=>p4,p4=>p5,p4=>p6,p4=>p7,p4=>p8,p4=>p9,p4=>p10,p5=>p0,p5=>p1,p5=>p2,p5=>p3,p5=>p4,p5=>p5,p5=>p6,p5=>p7,p5=>p8,p5=>p9,p5=>p10,p6=>p0,p6=>p1,p6=>p2,p6=>p3,p6=>p4,p6=>p5,p6=>p6,p6=>p7,p6=>p8,p6=>p9,p6=>p10,p7=>p0,p7=>p1,p7=>p2,p7=>p3,p7=>p4,p7=>p5,p7=>p6,p7=>p7,p7=>p8,p7=>p9,p7=>p10,p8=>p0,p8=>p1,p8=>p2,p8=>p3,p8=>p4,p8=>p5,p8=>p6,p8=>p7,p8=>p8,p8=>p9,p8=>p10,p9=>p0,p9=>p1,p9=>p2,p9=>p3,p9=>p4,p9=>p5,p9=>p6,p9=>p7,p9=>p8,p9=>p9,p9=>p10,p10=>p0,p10=>p1,p10=>p2,p10=>p3,p10=>p4,p10=>p5,p10=>p6,p10=>p7,p10=>p8,p10=>p9,p10=>p10
10,0.2,0.5,1.3,0.95,1.6,109.02581387225716,91.41901323401801,101.99548087630674,118.82064583398393,143.49393925400906,115.61834096714895,106.12291672232293,102.51628936815753,87.16511378475047,123.66448275143485,98.7482653171713,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.13636363636363635,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.13636363636363635,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.6818181818181818,0.0,0.0,0.13636363636363635,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0.2,0.5,1.3,0.95,1.6,110.99847602595709,89.52643614387843,104.42056631726707,121.30265238807998,146.76028341055672,113.64453292757395,106.50903211640313,104.0948783416982,92.07277691386498,127.21359875285857,96.53754997080365,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.13636363636363635,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.6818181818181818,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,0.2,0.5,1.3,0.95,1.6,111.40621189082043,90.40618962091143,107.06258294498537,123.02826092712174,150.05321345224758,111.38939339284913,107.16130501790747,106.09790860023641,96.4682638193397,130.77924461777317,94.4061541347141,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.13636363636363635,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.6818181818181818,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.13636363636363635,0.0,0.18181818181818182,0.22727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,0.2,0.5,1.3,0.95,1.6,111.59221542471441,92.0605108973962,109.78078748310274,124.76467334759352,153.35105978549765,109.05438688804756,103.6254886309272,108.28007580144035,100.41360841587316,138.33659963236553,92.3093897136793,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.7272727272727273,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.13636363636363635,0.0,0.18181818181818182,0.22727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,0.2,0.5,1.3,0.95,1.6,108.3099653153586,93.92956200497926,113.84553102489481,126.57539617383823,157.0888867331167,109.0830035365799,98.69801936373304,112.07375541804325,102.60236732700149,147.3113038225004,90.2452849897302,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.6818181818181818,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.2,0.5,1.3,0.95,1.6,103.93583939571127,86.73107665865611,116.7920771109737,129.80538182985268,161.13304713745754,109.95593285792923,94.04191033341989,117.30165606137045,103.67411003044272,155.95863200301852,100.41311559283204,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.6818181818181818,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,0.2,0.5,1.3,0.95,1.6,110.33207291269731,77.36058992922972,119.5663051453802,133.1209702589731,164.0101466888051,110.96821445255853,89.88781531448359,122.21927367250221,105.05344330176146,165.032677526513,102.00860245818015,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.6818181818181818,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,0.2,0.5,1.3,0.95,1.6,121.4139946453282,71.27379634432614,122.4291891340174,137.93265681089082,163.95220481793524,111.02692023865515,90.4138016810469,122.54012039089655,108.38864055848954,169.06535128513661,100.56922080100215,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.13636363636363635,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.09090909090909091,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.045454545454545456,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,0.2,0.5,1.3,0.95,1.6,133.9101479906404,67.32403786233633,125.15769751989092,141.53099967593786,165.24659581998367,110.8154642034281,89.22003448101736,124.2622887150785,111.50702103706335,171.5114005931049,98.29294441509727,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.045454545454545456,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,0.2,0.5,1.3,0.95,1.6,132.93854446496582,68.47880491504522,129.41604983700466,143.46386313457288,166.61054301304685,109.06267193608628,89.31445405220069,126.2971051255555,116.01154546040239,178.9821783679353,95.85459879222655,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,0.2,0.5,1.3,0.95,1.6,128.47071356764718,69.32286280759831,134.0804029030142,145.7007051998198,182.5065130981237,106.88393592527689,88.20630468253914,130.4651148314675,118.85177802224993,172.17130899799795,93.58437953331857,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,0.2,0.5,1.3,0.95,1.6,123.08990774927898,69.98005812310686,139.03947179937754,149.83581089296183,182.66379998650424,104.68269848823067,88.40397438284695,135.01985719602416,120.51251059065828,184.65232618519482,91.50044825416207,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,0.2,0.5,1.3,0.95,1.6,117.39446863368434,70.42036267522914,143.8143272563742,154.05092978618995,182.9757922200217,102.34164341239673,88.74190004620078,141.15926240196268,120.73122971837982,198.65059020058024,89.38030872543645,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,0.2,0.5,1.3,0.95,1.6,114.88663765004823,70.70847891907476,149.9780811234085,156.42956550771314,184.6227461964596,99.9546416078237,91.67454581636672,146.69299938959213,125.0262341940294,202.53970862747443,87.25714809168218,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.0,0.22727272727272727,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,0.2,0.5,1.3,0.95,1.6,110.42867831161301,73.98873784221269,155.2033006669986,159.3443554376091,185.1631169247887,97.61447492712807,97.34914025600703,149.48665989689098,131.29559617324594,204.62469769257322,85.17446279294028,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.09090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,0.2,0.5,1.3,0.95,1.6,109.08305026463887,78.31644881585092,160.1831153035969,162.8102437766847,187.75311661877308,95.33596212728703,98.73992523346486,154.1782895474771,135.21322279862545,206.15750439285827,83.16702679031283,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0,0.45454545454545453,0.22727272727272727,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,0.2,0.5,1.3,0.95,1.6,108.73938414543247,79.85947798696516,166.71284732995662,168.11700534743633,190.50912322616358,93.0793032663454,98.81398805208083,160.51491642066546,137.3364986790394,207.7319165052194,81.19624373642928,0.9090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.09090909090909091,0.5909090909090909,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.13636363636363635,0.0,0.0,0.0,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.22727272727272727,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
