algorithm,pop_condition,n_players,n_rounds,n_cats,opponent_type,society_pop_sum,agent_final_pop,agent_percentile,agent_won,initial_class
EEE,equal,15,30,0,cabsonecat,4819.089647976405,0.45628544167628116,0.06666666666666667,0,equal
EEE,equal,15,30,0,cabsonecat,2240.191444611992,238.59354895678052,0.8,0,equal
EEE,equal,15,30,0,cabsonecat,5631.276248632492,288.1324402685999,0.26666666666666666,0,equal
MADQN,equal,5,30,0,banditsociety,501.3033544330375,101.7010847047687,0.6,0,equal
MADQN,equal,5,30,0,banditsociety,498.65997373653806,1.6790664696453628,0.2,0,equal
MADQN,equal,5,30,0,banditsociety,493.09012277766925,34.497127351891194,0.2,0,equal
MADQN,equal,5,30,0,banditsociety,463.0136924326752,16.44139954427791,0.4,0,equal
MADQN,equal,5,30,0,banditsociety,467.1066651531799,0.5425942692106093,0.2,0,equal
EXP4,equal,15,10,0,cabstwocats,1364.604029421651,66.03500191039419,0.06666666666666667,0,equal
EXP4,equal,15,10,0,cabstwocats,1356.5731125132074,90.4382075008805,1.0,1,equal
EXP4,equal,15,10,0,cabstwocats,1373.1311170934339,36.54623239814244,0.06666666666666667,0,equal
EXP4,equal,15,10,0,cabstwocats,1396.2716919445736,48.48085663017336,0.06666666666666667,0,equal
EXP4,equal,15,10,0,cabstwocats,1371.8836552402076,45.43772051102968,0.06666666666666667,0,equal
SW-UCB,equal,15,20,1,mixture,2036.3741964128424,0.015740278056301182,0.06666666666666667,0,equal
SW-UCB,equal,15,20,1,mixture,1504.6230245234224,0.505024476095334,0.06666666666666667,0,equal
SW-UCB,equal,15,20,1,mixture,1614.4937389531428,195.03667172237633,0.9333333333333333,0,equal
SW-UCB,equal,15,20,1,mixture,1433.684093883368,156.8358607508019,1.0,1,equal
SW-UCB,equal,15,20,1,mixture,2207.9247284160833,148.1878225200668,0.6666666666666666,0,equal
AleqgAATr,equal,20,30,1,cabsonecat,8000.159330585381,306.38530282753607,0.25,0,equal
AleqgAATr,equal,20,30,1,cabsonecat,7330.634719645791,300.9246653040543,0.35,0,equal
AleqgAATr,equal,20,30,1,cabsonecat,8417.211729541821,334.97192725460206,0.25,0,equal
AleqgAATr,equal,20,30,1,cabsonecat,2793.9444635811296,247.64623839777968,0.8,0,equal
AleqgAATr,equal,20,30,1,cabsonecat,4447.275529470254,65.05785134081147,0.35,0,equal
AleqgAATr,equal,5,20,1,selfplay,201.34227940781528,1.344522838867775,0.4,0,equal
AleqgAATr,equal,5,20,1,selfplay,811.1125880099864,47.09126256213619,0.4,0,equal
AleqgAATr,equal,5,20,1,selfplay,214.13579003436865,0.939182696412113,0.4,0,equal
AleqgAATr,equal,5,20,1,selfplay,790.7568475346662,248.51383824542006,1.0,1,equal
AleqgAATr,equal,5,20,1,selfplay,688.5217494556979,225.5167447948373,1.0,1,equal
RAlegAATr,equal,10,10,1,randoms,531.4914499964609,151.28839173356008,0.9,0,equal
EXP4,equal,20,30,2,randoms,386.73988346150196,4.0241789221352375,0.7,0,equal
EXP4,equal,20,30,2,randoms,314.3087842340822,310.7850759336294,1.0,1,equal
EXP4,equal,20,30,2,randoms,193.0041145186626,1.177899687550604,0.85,0,equal
EXP4,equal,20,30,2,randoms,285.5751149516178,266.3906635900006,1.0,1,equal
EXP4,equal,20,30,2,randoms,268.0207744547578,264.07094688786646,1.0,1,equal
DQN,equal,10,10,0,randoms,577.1007087088151,255.52927189007966,1.0,1,equal
DQN,equal,10,10,0,randoms,550.0823076778327,258.14852681922275,1.0,1,equal
DQN,equal,10,10,0,randoms,545.1268764627589,266.9928763535751,1.0,1,equal
DQN,equal,10,10,0,randoms,621.591013849177,242.4249280833062,1.0,1,equal
DQN,equal,10,10,0,randoms,586.1199417104508,256.21199025518894,1.0,1,equal
EEE,equal,20,10,2,cabsnocat,2114.3974448166323,1.7763568394002505e-15,0.2,0,equal
EEE,equal,20,10,2,cabsnocat,2170.7409551410624,2.3348415667350935,0.25,0,equal
EEE,equal,20,10,2,cabsnocat,2280.8682937050353,0.0,0.1,0,equal
EEE,equal,20,10,2,cabsnocat,2305.6807234234975,7.105427357601002e-15,0.1,0,equal
EEE,equal,20,10,2,cabsnocat,2206.8896795283845,1.2434497875801753e-14,0.2,0,equal
DQN,equal,20,10,0,cabsrandomparams,1985.047926928747,103.23993534437102,0.5,0,equal
DQN,equal,20,10,0,cabsrandomparams,2284.830008930089,110.31684774059258,0.4,0,equal
DQN,equal,20,10,0,cabsrandomparams,2382.716218356786,145.4718312061903,0.9,0,equal
DQN,equal,20,10,0,cabsrandomparams,2352.265982377752,96.27586493932901,0.15,0,equal
DQN,equal,20,10,0,cabsrandomparams,1892.7565848663137,75.33738945830183,0.2,0,equal
AleqgAATr,equal,5,30,1,selfplay,1123.5609702337279,2.0376967909677863,0.4,0,equal
AleqgAATr,equal,5,30,1,selfplay,151.87936363075337,0.20287913332044216,0.4,0,equal
AleqgAATr,equal,5,30,1,selfplay,140.14794141523376,132.563731843832,1.0,1,equal
AleqgAATr,equal,5,30,1,selfplay,149.26418397116123,0.6261244736805477,0.6,0,equal
AleqgAATr,equal,5,30,1,selfplay,157.90283720469685,0.6437585352096273,0.2,0,equal
EEE,equal,5,10,2,cabsrandomparams,396.4317486773705,3.552713678800501e-15,0.2,0,equal
EEE,equal,5,10,2,cabsrandomparams,303.9474871118086,1.7763568394002505e-15,0.2,0,equal
EEE,equal,5,10,2,cabsrandomparams,437.8699869320778,21.379151021389625,0.2,0,equal
EEE,equal,5,10,2,cabsrandomparams,317.3006174680402,5.329070518200751e-15,0.2,0,equal
EEE,equal,5,10,2,cabsrandomparams,232.06483132327247,0.0,0.2,0,equal
AleqgAATr,equal,20,20,1,cabsonecat,3170.772713817001,210.5502751645268,0.7,0,equal
AleqgAATr,equal,20,20,1,cabsonecat,2619.833128385416,136.47708265933963,0.6,0,equal
AleqgAATr,equal,20,20,1,cabsonecat,3809.573380622886,195.1943367119271,0.35,0,equal
AleqgAATr,equal,20,20,1,cabsonecat,3063.282079410201,201.6257528228875,0.65,0,equal
AleqgAATr,equal,20,20,1,cabsonecat,4092.936431542679,228.38141591235555,0.55,0,equal
EXP4,equal,20,20,2,randoms,250.75932790903505,36.392368939902084,0.9,0,equal
EXP4,equal,20,20,2,randoms,292.86845059112085,148.79352585082705,1.0,1,equal
EXP4,equal,20,20,2,randoms,302.12866240589716,265.6273989278515,1.0,1,equal
EXP4,equal,20,20,2,randoms,392.3659996227296,266.5885215245683,1.0,1,equal
EXP4,equal,20,20,2,randoms,292.4112499671414,282.60798263833794,1.0,1,equal
SW-UCB,equal,10,10,2,banditsociety,1016.7387101429764,63.68857528845941,0.3,0,equal
SW-UCB,equal,10,10,2,banditsociety,872.6714721988275,43.04674667715857,0.3,0,equal
SW-UCB,equal,10,10,2,banditsociety,980.5883850856954,47.36018653002057,0.2,0,equal
SW-UCB,equal,10,10,2,banditsociety,938.320182007859,40.887444060425246,0.1,0,equal
SW-UCB,equal,10,10,2,banditsociety,854.4728839682084,51.77049460176343,0.3,0,equal
MADQN,equal,5,10,2,cabstwocats,384.96391485006893,0.0,0.2,0,equal
MADQN,equal,5,10,2,cabstwocats,386.46156034794524,0.0,0.2,0,equal
MADQN,equal,5,10,2,cabstwocats,387.2188112571548,0.022712852484909618,0.2,0,equal
MADQN,equal,5,10,2,cabstwocats,386.46156034794524,0.0,0.2,0,equal
MADQN,equal,5,10,2,cabstwocats,424.5688808619942,43.159970006044475,0.2,0,equal
RAlegAATr,equal,15,10,1,cabsonecat,1594.2242333614943,38.85952010711932,0.06666666666666667,0,equal
UCB,equal,10,10,0,cabsnocat,1558.4516639206543,155.94484094568617,0.5,0,equal
UCB,equal,10,10,0,cabsnocat,1605.9283154577174,117.42291309793953,0.1,0,equal
UCB,equal,10,10,0,cabsnocat,1662.9746673362902,137.2295459422771,0.3,0,equal
UCB,equal,10,10,0,cabsnocat,1398.7801587542144,82.3926069476048,0.1,0,equal
UCB,equal,10,10,0,cabsnocat,1574.8745151050057,143.9483125646139,0.4,0,equal
R-UCB,equal,20,30,2,randoms,598.2968224513828,2.009866384376376,0.65,0,equal
R-UCB,equal,20,30,2,randoms,230.05233184572253,224.58187681794863,1.0,1,equal
R-UCB,equal,20,30,2,randoms,420.0387658142937,2.5865263557259417,0.8,0,equal
R-UCB,equal,20,30,2,randoms,618.966142614505,10.07301868377112,0.8,0,equal
R-UCB,equal,20,30,2,randoms,471.624094442098,2.367889099400497,0.8,0,equal
UCB,equal,15,10,1,selfplay,1554.8694076182937,94.47333164804232,0.5333333333333333,0,equal
UCB,equal,15,10,1,selfplay,1554.8694076182937,94.47333164804232,0.5333333333333333,0,equal
UCB,equal,15,10,1,selfplay,1554.8694076182937,94.47333164804232,0.5333333333333333,0,equal
UCB,equal,15,10,1,selfplay,1554.8694076182937,94.47333164804232,0.5333333333333333,0,equal
UCB,equal,15,10,1,selfplay,1554.8694076182937,94.47333164804232,0.5333333333333333,0,equal
AleqgAATr,equal,5,40,1,cabsnocat,187.9588896013063,0.0,0.2,0,equal
AleqgAATr,equal,5,40,1,cabsnocat,154.3437344585903,0.06350804629932234,0.2,0,equal
AleqgAATr,equal,5,40,1,cabsnocat,153.30919130995102,151.48766515733715,1.0,1,equal
AleqgAATr,equal,5,40,1,cabsnocat,126.24767814817022,2.1180973641676815e-15,0.2,0,equal
AleqgAATr,equal,5,40,1,cabsnocat,145.71932553764768,6.558300321643294,0.6,0,equal
MADQN,equal,15,10,1,selfplay,1833.3118433599661,151.6278529067992,0.6,0,equal
MADQN,equal,15,10,1,selfplay,1681.6088851328036,103.75557234334534,0.26666666666666666,0,equal
MADQN,equal,15,10,1,selfplay,1898.154415765501,160.56215421494525,0.9333333333333333,0,equal
MADQN,equal,15,10,1,selfplay,1820.098930552912,147.82973229738656,0.5333333333333333,0,equal
MADQN,equal,15,10,1,selfplay,1912.5800250632888,149.6505819430845,0.7333333333333333,0,equal
EEE,equal,15,10,0,cabstwocats,1368.0628569446246,55.904876526991096,0.06666666666666667,0,equal
EEE,equal,15,10,0,cabstwocats,1366.7243993077038,52.066185501262375,0.06666666666666667,0,equal
EEE,equal,15,10,0,cabstwocats,1373.0113809684044,48.57572348753411,0.06666666666666667,0,equal
EEE,equal,15,10,0,cabstwocats,1397.1091908393664,41.412770727201924,0.06666666666666667,0,equal
EEE,equal,15,10,0,cabstwocats,1372.3256832223653,36.65706611123395,0.06666666666666667,0,equal
RAlegAATr,equal,10,10,1,banditsociety,897.7899994178209,1.0357484477833356,0.1,0,equal
RAlegAATr,equal,10,10,2,selfplay,904.3820750088048,90.43820750088048,1.0,1,equal
R-UCB,equal,20,20,2,randoms,663.5897648578783,0.7784303255414824,0.25,0,equal
R-UCB,equal,20,20,2,randoms,600.3600937945421,3.3102126623924275,0.6,0,equal
R-UCB,equal,20,20,2,randoms,711.7481748529791,3.3715538204058118,0.35,0,equal
R-UCB,equal,20,20,2,randoms,560.397403060432,4.8693890106191695,0.7,0,equal
R-UCB,equal,20,20,2,randoms,559.3878514240081,3.6054174983804725,0.7,0,equal
EEE,equal,5,40,0,cabstwocats,346.32333137830113,25.11002627461405,0.2,0,equal
EEE,equal,5,40,0,cabstwocats,347.44965095983304,60.479023482775865,0.2,0,equal
EEE,equal,5,40,0,cabstwocats,343.9857269084052,33.133000916972144,0.2,0,equal
EEE,equal,5,40,0,cabstwocats,345.52483020428355,25.547210534405913,0.2,0,equal
EEE,equal,5,40,0,cabstwocats,343.70587884444166,35.560407258536884,0.2,0,equal
AleqgAATr,equal,20,10,0,cabsrandomparams,2437.923711089124,124.34424872140113,0.5,0,equal
AleqgAATr,equal,20,10,0,cabsrandomparams,2091.021798506837,118.76958366096163,0.8,0,equal
AleqgAATr,equal,20,10,0,cabsrandomparams,2079.0272638001215,148.5848926992079,0.95,0,equal
AleqgAATr,equal,20,10,0,cabsrandomparams,2091.0157409909484,87.2467039436826,0.2,0,equal
AleqgAATr,equal,20,10,0,cabsrandomparams,2577.3264945579203,144.29608037439664,0.85,0,equal
DQN,equal,5,10,0,mixture,467.8061424429686,114.3516342117533,0.8,0,equal
DQN,equal,5,10,0,mixture,431.52206309527753,109.55131112793084,0.8,0,equal
DQN,equal,5,10,0,mixture,486.5661157140583,107.99136006221562,0.8,0,equal
DQN,equal,5,10,0,mixture,516.9212342459923,106.47834366234116,0.6,0,equal
DQN,equal,5,10,0,mixture,461.1666152803113,109.31697373943878,1.0,1,equal
SW-UCB,equal,15,20,1,cabsonecat,1746.854576601209,79.99986997557191,0.06666666666666667,0,equal
SW-UCB,equal,15,20,1,cabsonecat,1487.012452160034,0.0,0.06666666666666667,0,equal
SW-UCB,equal,15,20,1,cabsonecat,1548.7232679485787,75.58880462678029,0.06666666666666667,0,equal
SW-UCB,equal,15,20,1,cabsonecat,2449.0393236252526,3.407504302634298,0.2,0,equal
SW-UCB,equal,15,20,1,cabsonecat,2668.4993402526875,225.97120548958068,0.6666666666666666,0,equal
D-UCB,equal,10,30,1,cabsonecat,1848.8738455345213,4.176167604427551,0.2,0,equal
D-UCB,equal,10,30,1,cabsonecat,524.0407105904236,299.47084275372436,1.0,1,equal
D-UCB,equal,10,30,1,cabsonecat,3887.061826723974,0.3224894443263189,0.2,0,equal
D-UCB,equal,10,30,1,cabsonecat,1727.6521149388584,0.4932473081175651,0.4,0,equal
D-UCB,equal,10,30,1,cabsonecat,2337.880764315177,1.259160954589944,0.1,0,equal
MADQN,equal,10,30,2,cabsrandomparams,1045.1755347340354,37.205728367489414,0.2,0,equal
MADQN,equal,10,30,2,cabsrandomparams,323.1544074984421,3.1039092937413684,0.6,0,equal
MADQN,equal,10,30,2,cabsrandomparams,605.5220037134937,1.0269562977782698e-15,0.3,0,equal
MADQN,equal,10,30,2,cabsrandomparams,592.3291429560741,3.219646771412954e-15,0.1,0,equal
MADQN,equal,10,30,2,cabsrandomparams,435.55445200273994,5.134781488891349e-15,0.3,0,equal
EEE,equal,15,40,2,randoms,164.51595651499068,163.70737525009022,1.0,1,equal
EEE,equal,15,40,2,randoms,104.72558480163194,103.89335815842172,1.0,1,equal
EEE,equal,15,40,2,randoms,202.38441339068564,8.673617379884035e-18,0.06666666666666667,0,equal
EEE,equal,15,40,2,randoms,154.02796589381308,0.3173774715122531,0.8666666666666667,0,equal
EEE,equal,15,40,2,randoms,222.38573589024404,221.16535959791486,1.0,1,equal
SW-UCB,equal,15,30,1,cabsonecat,2454.4189403039322,0.0,0.06666666666666667,0,equal
SW-UCB,equal,15,30,1,cabsonecat,2531.259588406548,1.1825255569819308,0.13333333333333333,0,equal
SW-UCB,equal,15,30,1,cabsonecat,1978.774486972508,0.8442344757477668,0.2,0,equal
SW-UCB,equal,15,30,1,cabsonecat,2535.1012123166092,308.4064289770124,1.0,1,equal
SW-UCB,equal,15,30,1,cabsonecat,1722.0608425178116,0.08700336844786338,0.06666666666666667,0,equal
D-UCB,equal,15,40,1,banditsociety,1020.453425921602,79.48914064642375,0.6666666666666666,0,equal
D-UCB,equal,15,40,1,banditsociety,1167.1421904551962,58.09977290924808,0.4,0,equal
D-UCB,equal,15,40,1,banditsociety,1184.121105897903,56.33563585963002,0.2,0,equal
D-UCB,equal,15,40,1,banditsociety,1043.6231056100742,157.91015241687379,1.0,1,equal
D-UCB,equal,15,40,1,banditsociety,842.8070810135722,2.108681177707589,0.3333333333333333,0,equal
MADQN,equal,10,20,2,cabsrandomparams,989.4682536718817,87.31035695994682,0.5,0,equal
MADQN,equal,10,20,2,cabsrandomparams,880.3926335120406,54.30070995972683,0.2,0,equal
MADQN,equal,10,20,2,cabsrandomparams,915.1398547188265,175.43512153534027,0.8,0,equal
MADQN,equal,10,20,2,cabsrandomparams,574.9793527442858,2.886579864025407e-15,0.2,0,equal
MADQN,equal,10,20,2,cabsrandomparams,413.81355109242827,1.0143348575256872,0.5,0,equal
D-UCB,equal,10,20,1,cabsonecat,2000.2369038216368,0.0,0.1,0,equal
D-UCB,equal,10,20,1,cabsonecat,1101.9767452294548,157.72021098566734,0.8,0,equal
D-UCB,equal,10,20,1,cabsonecat,1909.4316283383816,44.33012549354267,0.1,0,equal
D-UCB,equal,10,20,1,cabsonecat,1170.1954380417621,50.07552780512267,0.2,0,equal
D-UCB,equal,10,20,1,cabsonecat,1559.6606948893761,3.9968028886505635e-15,0.1,0,equal
R-UCB,equal,5,20,2,selfplay,178.1327867416049,8.881784197001252e-16,0.2,0,equal
R-UCB,equal,5,20,2,selfplay,178.1327867416049,8.881784197001252e-16,0.2,0,equal
R-UCB,equal,5,20,2,selfplay,178.1327867416049,8.881784197001252e-16,0.2,0,equal
R-UCB,equal,5,20,2,selfplay,178.1327867416049,8.881784197001252e-16,0.2,0,equal
R-UCB,equal,5,20,2,selfplay,178.1327867416049,8.881784197001252e-16,0.2,0,equal
AlegAATr,equal,5,10,1,banditsociety,547.3617787964916,98.30393863758108,0.4,0,equal
AlegAATr,equal,5,10,1,banditsociety,484.48134220074974,94.27175579912097,0.6,0,equal
AlegAATr,equal,5,10,1,banditsociety,530.5602443930223,89.7713905956029,0.6,0,equal
AlegAATr,equal,5,10,1,banditsociety,522.875523938804,175.70097504626233,1.0,1,equal
AlegAATr,equal,5,10,1,banditsociety,448.1160722284811,124.4364576250494,0.6,0,equal
AlegAATr,equal,5,10,2,mixture,202.67849947498755,0.0,0.4,0,equal
AlegAATr,equal,5,10,2,mixture,307.61330556239454,0.0,0.2,0,equal
AlegAATr,equal,5,10,2,mixture,344.24805633493423,5.0539356988319,0.4,0,equal
AlegAATr,equal,5,10,2,mixture,161.54389944370743,1.7763568394002505e-15,0.4,0,equal
AlegAATr,equal,5,10,2,mixture,262.40743679589997,0.4489779723268619,0.6,0,equal
DQN,equal,15,40,0,cabsonecat,3706.8010463423634,0.0,0.06666666666666667,0,equal
DQN,equal,15,40,0,cabsonecat,3750.6119099893226,4.2500725161431774e-16,0.06666666666666667,0,equal
DQN,equal,15,40,0,cabsonecat,7460.986813626459,82.52227638094283,0.06666666666666667,0,equal
DQN,equal,15,40,0,cabsonecat,1391.8534736970382,70.95693920240478,0.06666666666666667,0,equal
DQN,equal,15,40,0,cabsonecat,9622.089928611531,1.765368938353581,0.13333333333333333,0,equal
R-UCB,equal,5,30,2,selfplay,161.10010321230467,5.967448757360216e-16,0.2,0,equal
R-UCB,equal,5,30,2,selfplay,161.10010321230467,5.967448757360216e-16,0.2,0,equal
R-UCB,equal,5,30,2,selfplay,161.10010321230467,5.967448757360216e-16,0.2,0,equal
R-UCB,equal,5,30,2,selfplay,161.10010321230467,5.967448757360216e-16,0.2,0,equal
R-UCB,equal,5,30,2,selfplay,161.10010321230467,5.967448757360216e-16,0.2,0,equal
R-UCB,equal,5,20,1,cabsrandomparams,317.61847719759777,1.201294482961008,0.2,0,equal
R-UCB,equal,5,20,1,cabsrandomparams,458.1181650601135,79.87034297608606,0.2,0,equal
R-UCB,equal,5,20,1,cabsrandomparams,363.4788073449375,2.05125101530406,0.4,0,equal
R-UCB,equal,5,20,1,cabsrandomparams,464.5005852885713,60.690435856276835,0.4,0,equal
R-UCB,equal,5,20,1,cabsrandomparams,357.391333483617,0.6298528981289153,0.2,0,equal
EEE,equal,15,20,0,cabsrandomparams,1366.093383274277,90.97248619911429,0.4666666666666667,0,equal
EEE,equal,15,20,0,cabsrandomparams,1748.3910437700722,101.51784117104263,0.3333333333333333,0,equal
EEE,equal,15,20,0,cabsrandomparams,1857.1299278404144,96.41380636799057,0.4,0,equal
EEE,equal,15,20,0,cabsrandomparams,1966.6180175194354,208.96477835115834,0.9333333333333333,0,equal
EEE,equal,15,20,0,cabsrandomparams,1400.9108409907944,0.0,0.06666666666666667,0,equal
R-UCB,equal,5,30,1,cabsrandomparams,598.9955824461911,210.58415297723434,1.0,1,equal
R-UCB,equal,5,30,1,cabsrandomparams,429.85892462758954,110.84039098301142,0.8,0,equal
R-UCB,equal,5,30,1,cabsrandomparams,392.8732964211015,95.91490659258747,0.4,0,equal
R-UCB,equal,5,30,1,cabsrandomparams,714.2159390533325,208.11790160165828,0.8,0,equal
R-UCB,equal,5,30,1,cabsrandomparams,385.3349119817536,0.532207831877894,0.4,0,equal
UCB,equal,15,40,2,banditsociety,1097.360417967002,40.03924450698147,0.26666666666666666,0,equal
UCB,equal,15,40,2,banditsociety,899.9620067044187,0.028836254610247677,0.26666666666666666,0,equal
UCB,equal,15,40,2,banditsociety,1178.1513505670061,101.19090991359096,0.7333333333333333,0,equal
UCB,equal,15,40,2,banditsociety,1107.1363231253483,111.43695874492724,0.8,0,equal
UCB,equal,15,40,2,banditsociety,686.1912723091159,0.0924797431554132,0.4666666666666667,0,equal
EXP4,equal,20,40,2,selfplay,557.1478721549277,4.5721278881062455,0.9,0,equal
EXP4,equal,20,40,2,selfplay,276.10752509567266,0.7131538837397423,0.65,0,equal
EXP4,equal,20,40,2,selfplay,1029.7779170422616,0.021392927715176382,0.35,0,equal
EXP4,equal,20,40,2,selfplay,521.9499679145122,0.0,0.1,0,equal
EXP4,equal,20,40,2,selfplay,431.86629058617393,2.724951450037462e-05,0.3,0,equal
D-UCB,equal,15,10,0,randoms,819.1065543298153,144.809805987964,1.0,1,equal
D-UCB,equal,15,10,0,randoms,724.2231420211206,209.60962962709127,1.0,1,equal
D-UCB,equal,15,10,0,randoms,848.2865659761361,132.5117924894794,1.0,1,equal
D-UCB,equal,15,10,0,randoms,824.7854525753453,127.15485822802478,1.0,1,equal
D-UCB,equal,15,10,0,randoms,777.0267333476529,143.79288797240037,1.0,1,equal
AlegAATr,equal,10,10,2,selfplay,440.3827066800622,10.307410431438791,0.7,0,equal
AlegAATr,equal,10,10,2,selfplay,369.134920167894,177.81941772812073,1.0,1,equal
AlegAATr,equal,10,10,2,selfplay,560.9857483906768,0.6683564935310518,0.2,0,equal
AlegAATr,equal,10,10,2,selfplay,457.4993309683006,2.875298902650922,0.6,0,equal
AlegAATr,equal,10,10,2,selfplay,300.9623723693436,154.96149122348675,1.0,1,equal
EEE,equal,15,30,0,cabsrandomparams,1543.6257219200254,0.9173339875711021,0.2,0,equal
EEE,equal,15,30,0,cabsrandomparams,2538.5594273082306,311.2039093126831,1.0,1,equal
EEE,equal,15,30,0,cabsrandomparams,1504.1361012955588,72.70383961098443,0.26666666666666666,0,equal
EEE,equal,15,30,0,cabsrandomparams,1865.900114633659,222.76677380446984,1.0,1,equal
EEE,equal,15,30,0,cabsrandomparams,2194.6506043511777,217.8168613484917,1.0,1,equal
EXP4,equal,10,10,2,banditsociety,1031.317507212454,58.54877161692128,0.1,0,equal
EXP4,equal,10,10,2,banditsociety,1069.2287375878939,63.97513393491101,0.1,0,equal
EXP4,equal,10,10,2,banditsociety,1043.6459930616813,81.21339894935812,0.3,0,equal
EXP4,equal,10,10,2,banditsociety,822.5292598506092,29.73380837774041,0.1,0,equal
EXP4,equal,10,10,2,banditsociety,922.7317113082111,36.063655193237906,0.2,0,equal
DQN,equal,5,20,2,banditsociety,282.7568189187117,101.0800138614985,1.0,1,equal
DQN,equal,5,20,2,banditsociety,333.7231833158477,109.03815758629673,0.8,0,equal
DQN,equal,5,20,2,banditsociety,389.69535919032904,83.34166901019343,0.6,0,equal
DQN,equal,5,20,2,banditsociety,282.7568189187117,101.0800138614985,1.0,1,equal
DQN,equal,5,20,2,banditsociety,282.844415669805,101.31924718262034,1.0,1,equal
AlegAATr,equal,20,40,0,banditsociety,1630.093535155774,1.313185671314443e-15,0.05,0,equal
AlegAATr,equal,20,40,0,banditsociety,1651.9352457275784,25.468889752751345,0.2,0,equal
AlegAATr,equal,20,40,0,banditsociety,1868.534797236716,0.1870193074950777,0.1,0,equal
AlegAATr,equal,20,40,0,banditsociety,1778.5700680268037,0.28862860733200524,0.1,0,equal
AlegAATr,equal,20,40,0,banditsociety,1422.5630646518127,20.40509162860859,0.2,0,equal
AleqgAATr,equal,20,20,1,mixture,2253.45311141747,157.99228496006748,0.7,0,equal
AleqgAATr,equal,20,20,1,mixture,2357.1540185825716,167.2421865329128,0.8,0,equal
AleqgAATr,equal,20,20,1,mixture,2403.062146079542,219.07023379783078,0.85,0,equal
AleqgAATr,equal,20,20,1,mixture,2350.2363231652384,145.19550252349256,0.75,0,equal
AleqgAATr,equal,20,20,1,mixture,3088.838142505227,257.33456552201,0.7,0,equal
DQN,equal,5,30,2,banditsociety,284.8671393465678,100.95436670262603,1.0,1,equal
DQN,equal,5,30,2,banditsociety,267.9105430488945,114.33244745294931,1.0,1,equal
DQN,equal,5,30,2,banditsociety,255.74961794203546,91.56160186894137,1.0,1,equal
DQN,equal,5,30,2,banditsociety,255.72020698116802,91.41513894279508,1.0,1,equal
DQN,equal,5,30,2,banditsociety,262.9707507155116,97.53207105179172,1.0,1,equal
AleqgAATr,equal,20,30,1,mixture,3260.53569056107,282.5183269008081,0.85,0,equal
AleqgAATr,equal,20,30,1,mixture,4361.657580117774,340.88047515436665,0.65,0,equal
AleqgAATr,equal,20,30,1,mixture,1721.5301753525428,195.8410152484854,1.0,1,equal
AleqgAATr,equal,20,30,1,mixture,4182.121937613885,314.5978262439212,0.7,0,equal
AleqgAATr,equal,20,30,1,mixture,3245.155699484956,109.43614184608444,0.55,0,equal
UCB,equal,10,30,1,cabstwocats,705.1672374879197,0.26900049965134476,0.1,0,equal
UCB,equal,10,30,1,cabstwocats,703.725879403593,0.1272532288574394,0.1,0,equal
UCB,equal,10,30,1,cabstwocats,705.1672374879197,0.26900049965134476,0.1,0,equal
UCB,equal,10,30,1,cabstwocats,705.1672374879197,0.26900049965134476,0.1,0,equal
UCB,equal,10,30,1,cabstwocats,705.1672374879197,0.26900049965134476,0.1,0,equal
DQN,equal,5,10,1,selfplay,452.19103750440246,90.4382075008805,1.0,1,equal
DQN,equal,5,10,1,selfplay,452.19103750440246,90.4382075008805,1.0,1,equal
DQN,equal,5,10,1,selfplay,452.19103750440246,90.4382075008805,1.0,1,equal
DQN,equal,5,10,1,selfplay,452.19103750440246,90.4382075008805,1.0,1,equal
DQN,equal,5,10,1,selfplay,452.19103750440246,90.4382075008805,1.0,1,equal
RAlegAATr,equal,5,10,0,selfplay,452.19103750440246,90.4382075008805,1.0,1,equal
AleqgAATr,equal,10,20,0,randoms,369.0385141259309,179.2957465555697,1.0,1,equal
AleqgAATr,equal,10,20,0,randoms,335.9276800348164,166.37782549103244,1.0,1,equal
AleqgAATr,equal,10,20,0,randoms,403.144947107818,250.8168670561341,1.0,1,equal
AleqgAATr,equal,10,20,0,randoms,369.83986348056294,150.1073410148578,1.0,1,equal
AleqgAATr,equal,10,20,0,randoms,321.7057604332964,147.09084333272446,1.0,1,equal
MADQN,equal,15,10,0,cabsnocat,2640.42456548044,84.20023855474497,0.06666666666666667,0,equal
MADQN,equal,15,10,0,cabsnocat,2563.255804410733,74.97273501536316,0.06666666666666667,0,equal
MADQN,equal,15,10,0,cabsnocat,2578.099455481024,150.70752094743222,0.13333333333333333,0,equal
MADQN,equal,15,10,0,cabsnocat,2602.286702704564,169.80573604267144,0.5333333333333333,0,equal
MADQN,equal,15,10,0,cabsnocat,2577.186414951472,166.02823173053525,0.2,0,equal
UCB,equal,10,20,1,cabstwocats,779.7227044584175,0.2974412930220247,0.1,0,equal
UCB,equal,10,20,1,cabstwocats,779.7227044584175,0.2974412930220247,0.1,0,equal
UCB,equal,10,20,1,cabstwocats,730.7749807513391,0.0,0.1,0,equal
UCB,equal,10,20,1,cabstwocats,779.7227044584175,0.2974412930220247,0.1,0,equal
UCB,equal,10,20,1,cabstwocats,779.7227044584175,0.2974412930220247,0.1,0,equal
UCB,equal,20,10,2,cabsonecat,2274.0179722324183,75.81578608970457,0.1,0,equal
UCB,equal,20,10,2,cabsonecat,2391.712572645112,147.39636786789362,0.95,0,equal
