algorithm,pop_condition,n_players,n_rounds,n_cats,opponent_type,society_pop_sum,agent_final_pop,agent_percentile,agent_won
DQN,equal,10,30,0,cabsnocat,4003.1538083727346,267.0000460850729,0.2,0
R-UCB,equal,15,10,0,banditsociety,1509.2415522494723,106.33861646740493,0.8,0
R-UCB,equal,15,10,0,banditsociety,1492.1246863339404,132.87922487191054,0.8,0
R-UCB,equal,15,10,0,banditsociety,1496.9087074717852,90.27692174557177,0.4666666666666667,0
R-UCB,equal,15,10,0,banditsociety,1499.7648024463392,98.79330666654346,0.6666666666666666,0
R-UCB,equal,15,10,0,banditsociety,1519.3693742556209,130.44389439642205,0.9333333333333333,0
DQN,equal,15,40,0,selfplay,3303.4948504984727,99.01146900042606,0.06666666666666667,0
DQN,equal,15,40,0,selfplay,2060.3347725742783,106.60966581815443,0.13333333333333333,0
DQN,equal,15,40,0,selfplay,2097.6282623326492,79.86809399591353,0.13333333333333333,0
DQN,equal,15,40,0,selfplay,1653.357288033176,93.78206225697228,0.4,0
DQN,equal,15,40,0,selfplay,2409.6877487100496,151.21748830096686,0.6666666666666666,0
DQN,equal,10,20,0,cabsnocat,2837.1304173779686,58.036479417584985,0.1,0
DQN,equal,10,20,0,cabsnocat,2561.0593819164847,123.34450484234289,0.1,0
DQN,equal,10,20,0,cabsnocat,2660.6593783718636,71.2730652059464,0.1,0
DQN,equal,10,20,0,cabsnocat,2978.5694775490824,83.43326952221678,0.1,0
DQN,equal,10,20,0,cabsnocat,2831.126530682227,109.3187998587557,0.3,0
EXP4,equal,20,40,2,cabstwocats,1176.6105986050416,1.4051260155412137e-16,0.1,0
EXP4,equal,20,40,2,cabstwocats,1427.5127612405536,62.54545493969072,0.2,0
EXP4,equal,20,40,2,cabstwocats,1228.4881986690252,5.204170427930421e-18,0.05,0
EXP4,equal,20,40,2,cabstwocats,1292.9609535678962,1.457167719820518e-16,0.05,0
EXP4,equal,20,40,2,cabstwocats,1294.1791325894446,4.6600871453308,0.05,0
AlegAATr,equal,10,20,0,cabsonecat,2160.7610960496104,230.6089928819738,0.7,0
AlegAATr,equal,10,20,0,cabsonecat,2869.0631443527523,125.32895539389393,0.1,0
AlegAATr,equal,10,20,0,cabsonecat,2791.268274898776,237.00244718195975,0.3,0
AlegAATr,equal,10,20,0,cabsonecat,2286.438319482563,249.6533711944301,0.5,0
AlegAATr,equal,10,20,0,cabsonecat,2699.5367924038337,28.881365145163336,0.1,0
EXP4,equal,15,20,1,cabsrandomparams,1899.7209426984552,110.35931576552265,0.5333333333333333,0
EXP4,equal,15,20,1,cabsrandomparams,1997.6780393274526,74.9591615235586,0.06666666666666667,0
EXP4,equal,15,20,1,cabsrandomparams,1853.5028245112667,104.45574171111856,0.3333333333333333,0
EXP4,equal,15,20,1,cabsrandomparams,2012.2191651410876,112.25964351651025,0.4,0
EXP4,equal,15,20,1,cabsrandomparams,1701.4532436907386,121.24533607098462,0.7333333333333333,0
SW-UCB,equal,15,40,2,banditsociety,2183.9688131679327,110.74806880710565,0.8,0
SW-UCB,equal,15,40,2,banditsociety,1385.6630408142294,113.13036158280997,0.9333333333333333,0
SW-UCB,equal,15,40,2,banditsociety,744.2928630253368,97.62504651879328,0.6666666666666666,0
SW-UCB,equal,15,40,2,banditsociety,1414.1524885895114,130.25063596460984,1.0,1
SW-UCB,equal,15,40,2,banditsociety,887.025449865767,135.6825411560616,0.9333333333333333,0
DQN,equal,15,40,2,cabsrandomparams,2397.085153330223,41.96538619791498,0.3333333333333333,0
DQN,equal,15,40,2,cabsrandomparams,1463.765731909367,155.67805299560695,0.9333333333333333,0
DQN,equal,15,40,2,cabsrandomparams,912.0069990047908,7.580741590018647e-16,0.06666666666666667,0
DQN,equal,15,40,2,cabsrandomparams,785.0634920859659,115.42170079695529,0.8,0
DQN,equal,15,40,2,cabsrandomparams,597.8397563040589,3.642919299551295e-17,0.13333333333333333,0
DQN,equal,15,10,0,banditsociety,1579.9278277668852,81.0920528801499,0.13333333333333333,0
DQN,equal,15,10,0,banditsociety,1593.5220145914345,103.46004474535889,0.5333333333333333,0
DQN,equal,15,10,0,banditsociety,1537.9645162282138,93.61986971807978,0.4,0
DQN,equal,15,10,0,banditsociety,1557.4305160650792,94.57257652087623,0.26666666666666666,0
DQN,equal,15,10,0,banditsociety,1582.5313253090455,86.13597573390717,0.13333333333333333,0
EXP4,equal,15,30,1,cabsrandomparams,2294.1178012718133,121.32263125832937,0.4666666666666667,0
EXP4,equal,15,30,1,cabsrandomparams,2162.9564112196913,135.9359578917511,0.6,0
EXP4,equal,15,30,1,cabsrandomparams,1669.2305087745776,86.73876209855545,0.4,0
EXP4,equal,15,30,1,cabsrandomparams,1963.2587322485492,127.71963197570687,0.7333333333333333,0
EXP4,equal,15,30,1,cabsrandomparams,2442.9406233656364,122.89004803117255,0.5333333333333333,0
EEE,equal,15,40,0,cabsnocat,12563.617764709046,8.821698628498906,0.06666666666666667,0
EEE,equal,15,40,0,cabsnocat,11993.310174384751,151.55051183789993,0.06666666666666667,0
EEE,equal,15,40,0,cabsnocat,13584.049176227587,224.38892057952705,0.06666666666666667,0
EEE,equal,15,40,0,cabsnocat,11878.726280388644,52.55874649688472,0.13333333333333333,0
EEE,equal,15,40,0,cabsnocat,12441.891724267683,65.85336090359502,0.06666666666666667,0
AlegAATr,equal,10,30,0,cabsonecat,1219.824806860231,100.77592522979508,0.5,0
AlegAATr,equal,10,30,0,cabsonecat,4540.606408676817,368.87497825420746,0.1,0
AlegAATr,equal,10,30,0,cabsonecat,1712.028013100645,169.83462137769794,0.6,0
AlegAATr,equal,10,30,0,cabsonecat,4867.404733969956,424.68246799383803,0.2,0
AlegAATr,equal,10,30,0,cabsonecat,3410.560526358968,72.0807921115826,0.2,0
EXP4,equal,5,10,0,cabsnocat,821.1540945332988,91.75953154216896,0.2,0
EXP4,equal,5,10,0,cabsnocat,733.2320534800574,114.50632753838434,0.4,0
EXP4,equal,5,10,0,cabsnocat,755.2056923243799,92.807989664042,0.2,0
EXP4,equal,5,10,0,cabsnocat,810.7587351623266,84.26578831593008,0.2,0
EXP4,equal,5,10,0,cabsnocat,788.6982781702749,87.59350087762559,0.2,0
SW-UCB,equal,15,40,1,banditsociety,2185.9721250405805,206.9243190625745,0.8666666666666667,0
SW-UCB,equal,15,40,1,banditsociety,2370.390640437458,120.47251048089984,0.4,0
SW-UCB,equal,15,40,1,banditsociety,2314.5768664040047,154.53012734670494,0.6,0
SW-UCB,equal,15,40,1,banditsociety,2144.9850236256325,167.93388005002154,0.7333333333333333,0
SW-UCB,equal,15,40,1,banditsociety,2334.3542696301497,98.75957407573009,0.13333333333333333,0
R-UCB,equal,5,10,2,cabsonecat,307.8295364249086,110.25551214299851,1.0,1
R-UCB,equal,5,10,2,cabsonecat,224.43771223432103,1.4395998178175287,0.6,0
R-UCB,equal,5,10,2,cabsonecat,345.89150488174096,104.21749411160764,0.6,0
R-UCB,equal,5,10,2,cabsonecat,219.03514650794725,0.7460709398330057,0.4,0
R-UCB,equal,5,10,2,cabsonecat,268.80493480121663,113.73051422459037,1.0,1
UCB,equal,10,40,2,selfplay,374.67812715302966,82.20000345855536,0.8,0
UCB,equal,10,40,2,selfplay,386.04981450947565,0.005830023649999386,0.1,0
UCB,equal,10,40,2,selfplay,342.04771807723364,0.0,0.2,0
UCB,equal,10,40,2,selfplay,384.339470498458,0.0217877255632175,0.3,0
UCB,equal,10,40,2,selfplay,386.0496558616307,0.006830407929835103,0.1,0
EEE,equal,20,10,0,mixture,2107.5350288634054,134.13228223696655,0.8,0
EEE,equal,20,10,0,mixture,1938.1492010101383,115.29004306008284,0.5,0
EEE,equal,20,10,0,mixture,2320.5851200784823,118.15773882824361,0.5,0
EEE,equal,20,10,0,mixture,2056.7450240726557,136.58238225964885,0.9,0
EEE,equal,20,10,0,mixture,2177.6647182097167,89.69399132117059,0.25,0
SW-UCB,equal,20,40,2,cabsrandomparams,2722.3984910508216,109.58136117746272,0.55,0
SW-UCB,equal,20,40,2,cabsrandomparams,2009.4012318288271,97.13338769057259,0.55,0
SW-UCB,equal,20,40,2,cabsrandomparams,2983.4213207708585,97.74464681781868,0.35,0
SW-UCB,equal,20,40,2,cabsrandomparams,2688.3912751094726,137.23663966263376,0.6,0
SW-UCB,equal,20,40,2,cabsrandomparams,1795.6631048555296,134.77536799860087,0.8,0
R-UCB,equal,10,10,1,banditsociety,980.7308191034684,149.07121650074714,1.0,1
R-UCB,equal,10,10,1,banditsociety,856.5069830013833,91.4585836700175,0.7,0
R-UCB,equal,10,10,1,banditsociety,985.7257702606946,114.15841833552275,0.9,0
R-UCB,equal,10,10,1,banditsociety,920.0389030495693,103.7070542303202,0.7,0
R-UCB,equal,10,10,1,banditsociety,1027.2249885236242,106.76912904816183,0.7,0
D-UCB,equal,20,40,2,cabsrandomparams,3022.5476839110174,109.69546752759344,0.55,0
D-UCB,equal,20,40,2,cabsrandomparams,2814.520634749737,124.08548672998045,0.5,0
D-UCB,equal,20,40,2,cabsrandomparams,2809.9919719961135,78.16750041133622,0.15,0
D-UCB,equal,20,40,2,cabsrandomparams,1379.9054777588542,98.20914467206754,0.7,0
D-UCB,equal,20,40,2,cabsrandomparams,1924.4211968048194,90.43679149269329,0.4,0
SW-UCB,equal,20,30,0,selfplay,2332.551466000001,117.59111777958786,0.65,0
SW-UCB,equal,20,30,0,selfplay,2372.519823694334,124.86858700588503,0.65,0
SW-UCB,equal,20,30,0,selfplay,2334.9125858643156,124.26770090173483,0.7,0
SW-UCB,equal,20,30,0,selfplay,2332.8183525888726,106.76345729057883,0.4,0
SW-UCB,equal,20,30,0,selfplay,2365.8289704406825,165.2619624949305,0.95,0
D-UCB,equal,10,30,2,cabstwocats,673.7247556720273,0.0,0.1,0
D-UCB,equal,10,30,2,cabstwocats,673.7247556720273,0.0,0.1,0
D-UCB,equal,10,30,2,cabstwocats,617.504698572838,2.3314683517128287e-15,0.2,0
D-UCB,equal,10,30,2,cabstwocats,673.7247556720273,0.0,0.1,0
D-UCB,equal,10,30,2,cabstwocats,673.7247556720273,0.0,0.1,0
R-UCB,equal,5,20,2,cabsnocat,311.9762480309822,97.89716066294186,0.8,0
R-UCB,equal,5,20,2,cabsnocat,317.1716195427252,110.60122279394173,1.0,1
R-UCB,equal,5,20,2,cabsnocat,430.25082740800485,89.67149674432312,0.4,0
R-UCB,equal,5,20,2,cabsnocat,321.1780183738392,98.19932356598203,0.6,0
R-UCB,equal,5,20,2,cabsnocat,324.52581885763095,102.41800464280256,0.6,0
EEE,equal,10,10,1,randoms,460.99507519595556,166.75717878343275,0.9,0
EEE,equal,10,10,1,randoms,434.07243037297076,187.90447201139457,0.9,0
EEE,equal,10,10,1,randoms,463.9179109736382,192.7575328448879,0.9,0
EEE,equal,10,10,1,randoms,451.6725879977219,95.89061489578654,0.9,0
EEE,equal,10,10,1,randoms,619.7282856073632,168.86067237884106,0.9,0
R-UCB,equal,5,30,2,cabsnocat,275.1997024242481,86.08171926303886,0.6,0
R-UCB,equal,5,30,2,cabsnocat,256.2237329669804,88.10880563955251,1.0,1
R-UCB,equal,5,30,2,cabsnocat,260.7948153343097,84.55017562977396,0.8,0
R-UCB,equal,5,30,2,cabsnocat,363.3651146308206,90.03030435928771,0.6,0
R-UCB,equal,5,30,2,cabsnocat,346.30756152519973,4.107825191113079e-15,0.2,0
D-UCB,equal,10,10,2,banditsociety,925.130253824249,125.37766034119379,1.0,1
D-UCB,equal,10,10,2,banditsociety,700.9295394567998,33.39309761382249,0.3,0
D-UCB,equal,10,10,2,banditsociety,664.5498816468083,107.83081256475461,0.9,0
D-UCB,equal,10,10,2,banditsociety,942.4624140722843,104.0582285066655,0.9,0
D-UCB,equal,10,10,2,banditsociety,702.7728782980735,44.942876578759076,0.3,0
D-UCB,equal,10,20,2,cabstwocats,759.6574930988098,1.8130022048688241,0.1,0
D-UCB,equal,10,20,2,cabstwocats,744.9558922956339,0.0,0.1,0
D-UCB,equal,10,20,2,cabstwocats,744.9558922956339,0.0,0.1,0
D-UCB,equal,10,20,2,cabstwocats,668.005500708712,2.6645352591003757e-15,0.2,0
D-UCB,equal,10,20,2,cabstwocats,744.9558922956339,0.0,0.1,0
SW-UCB,equal,20,20,0,selfplay,2266.737130168376,77.68578965200093,0.15,0
SW-UCB,equal,20,20,0,selfplay,2247.1478496219606,101.04733891659531,0.6,0
SW-UCB,equal,20,20,0,selfplay,2260.27784550325,137.7493338843823,0.75,0
SW-UCB,equal,20,20,0,selfplay,2262.04849549493,239.16155054331063,1.0,1
SW-UCB,equal,20,20,0,selfplay,2276.196064101948,93.5125129793849,0.45,0
AlegAATr,equal,20,10,1,cabsrandomparams,2223.4731478598455,121.97925344927212,0.85,0
AlegAATr,equal,20,10,1,cabsrandomparams,2134.5723614917015,137.6875703684009,0.95,0
AlegAATr,equal,20,10,1,cabsrandomparams,2104.327527555992,102.41975013409902,0.45,0
AlegAATr,equal,20,10,1,cabsrandomparams,2016.668679556716,117.01515848041315,0.75,0
AlegAATr,equal,20,10,1,cabsrandomparams,2324.34063431275,118.15724257979292,0.5,0
D-UCB,equal,5,20,0,banditsociety,439.6816304160804,78.34358006519301,0.6,0
D-UCB,equal,5,20,0,banditsociety,419.3252730302425,83.7462106338698,0.8,0
D-UCB,equal,5,20,0,banditsociety,408.9534687986157,81.79069375972314,1.0,1
D-UCB,equal,5,20,0,banditsociety,408.9534687986157,81.79069375972314,1.0,1
D-UCB,equal,5,20,0,banditsociety,412.9265514160721,81.70005971209237,0.6,0
UCB,equal,5,20,0,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,5,40,1,cabsnocat,201.085208148187,115.62979162282736,1.0,1
EEE,equal,5,40,1,cabsnocat,190.41768432228048,114.70409758811861,1.0,1
EEE,equal,5,40,1,cabsnocat,243.69521289531437,107.67742069577139,0.8,0
EEE,equal,5,40,1,cabsnocat,203.37047072453242,113.33241669114501,1.0,1
EEE,equal,5,40,1,cabsnocat,228.68479197169032,4.2500725161431774e-16,0.2,0
UCB,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
UCB,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
UCB,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
UCB,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
UCB,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
D-UCB,equal,5,30,0,banditsociety,369.8501866941406,73.97003733882812,1.0,1
D-UCB,equal,5,30,0,banditsociety,369.8501866941406,73.97003733882812,1.0,1
D-UCB,equal,5,30,0,banditsociety,390.1466983509073,69.99665694605868,0.2,0
D-UCB,equal,5,30,0,banditsociety,379.63926460917367,82.41492017414737,0.8,0
D-UCB,equal,5,30,0,banditsociety,369.8501866941406,73.97003733882812,1.0,1
EXP4,equal,20,40,1,cabsonecat,7357.138702098267,85.6392555587892,0.15,0
EXP4,equal,20,40,1,cabsonecat,4166.2735410126315,56.092494913960195,0.2,0
EXP4,equal,20,40,1,cabsonecat,10474.9605447063,0.8234099088121418,0.1,0
EXP4,equal,20,40,1,cabsonecat,15461.912899257284,79.63369618489972,0.1,0
EXP4,equal,20,40,1,cabsonecat,9113.720119681726,71.3510689622823,0.25,0
D-UCB,equal,20,40,2,mixture,5030.776802699625,0.32574848705318393,0.4,0
D-UCB,equal,20,40,2,mixture,3383.9272230118822,98.56519049223314,0.6,0
D-UCB,equal,20,40,2,mixture,3707.1809780350436,0.014313045356951973,0.1,0
D-UCB,equal,20,40,2,mixture,5690.005651572336,0.005213807282512315,0.2,0
D-UCB,equal,20,40,2,mixture,5318.812050478917,0.021059526320429157,0.35,0
SW-UCB,equal,20,40,2,cabsnocat,8713.161089644169,0.8548783341268419,0.3,0
SW-UCB,equal,20,40,2,cabsnocat,10372.55393201901,2.2013640910145682e-15,0.15,0
SW-UCB,equal,20,40,2,cabsnocat,9400.626516389852,0.7922122239639344,0.4,0
SW-UCB,equal,20,40,2,cabsnocat,12149.137149464193,0.00031062527936663066,0.05,0
SW-UCB,equal,20,40,2,cabsnocat,11359.680714453356,0.40848646031598945,0.1,0
UCB,equal,10,20,2,cabsrandomparams,950.7611408091021,131.21989298495365,1.0,1
UCB,equal,10,20,2,cabsrandomparams,997.825497935706,145.69368547805115,1.0,1
UCB,equal,10,20,2,cabsrandomparams,439.48645548687165,162.75164333735626,0.9,0
UCB,equal,10,20,2,cabsrandomparams,1062.134050094654,88.70427201566828,0.3,0
UCB,equal,10,20,2,cabsrandomparams,914.2336523472309,123.89969101138068,1.0,1
AlegAATr,equal,10,20,2,mixture,378.1445318038188,0.008126086427111545,0.2,0
AlegAATr,equal,10,20,2,mixture,1497.4645668442654,0.7495078908936574,0.2,0
AlegAATr,equal,10,20,2,mixture,900.3350237638517,125.7034217700775,0.9,0
AlegAATr,equal,10,20,2,mixture,949.9130513760288,91.11202596122743,0.5,0
AlegAATr,equal,10,20,2,mixture,1517.2456400521826,102.43463212306541,0.4,0
EEE,equal,10,40,0,banditsociety,838.8989940938301,107.07279581647894,1.0,1
EEE,equal,10,40,0,banditsociety,958.5925941954482,107.67633280846202,0.8,0
EEE,equal,10,40,0,banditsociety,1218.2839359707234,336.3950545034467,1.0,1
EEE,equal,10,40,0,banditsociety,1004.6165765151892,103.91459902764245,0.9,0
EEE,equal,10,40,0,banditsociety,776.1187425702756,52.39357492207069,0.1,0
AlegAATr,equal,10,30,2,mixture,360.3064578367119,3.108497852270038,0.6,0
AlegAATr,equal,10,30,2,mixture,582.1466466571216,3.469446951953614e-16,0.2,0
AlegAATr,equal,10,30,2,mixture,423.2869660307911,0.8603227196521553,0.6,0
AlegAATr,equal,10,30,2,mixture,640.9166114463153,0.0,0.1,0
AlegAATr,equal,10,30,2,mixture,439.3278938712529,0.00010291865753664364,0.2,0
AlegAATr,equal,20,40,2,cabsnocat,8417.232361760378,0.04101196699320172,0.1,0
AlegAATr,equal,20,40,2,cabsnocat,7311.250787033542,0.05474704337928075,0.3,0
AlegAATr,equal,20,40,2,cabsnocat,2586.329890298846,0.293971964673175,0.55,0
AlegAATr,equal,20,40,2,cabsnocat,528.2621878214666,5.518155377082223e-15,0.4,0
AlegAATr,equal,20,40,2,cabsnocat,698.9640360609682,1.322376849746303,0.7,0
UCB,equal,10,30,2,cabsrandomparams,396.2508453566022,116.14815324679725,0.8,0
UCB,equal,10,30,2,cabsrandomparams,656.4834414381984,96.48983166675558,0.9,0
UCB,equal,10,30,2,cabsrandomparams,980.1924767047121,101.67896938778506,0.7,0
UCB,equal,10,30,2,cabsrandomparams,263.0687710148616,5.551115123125783e-16,0.2,0
UCB,equal,10,30,2,cabsrandomparams,1397.6654865700075,108.37452167269336,0.3,0
UCB,equal,10,10,1,banditsociety,902.2519259155754,88.29488764992699,0.5,0
UCB,equal,10,10,1,banditsociety,970.6421602576393,106.28687146106591,0.8,0
UCB,equal,10,10,1,banditsociety,941.2895155151938,93.0335581232316,0.4,0
UCB,equal,10,10,1,banditsociety,952.590199308465,83.2297177801261,0.3,0
UCB,equal,10,10,1,banditsociety,951.3717602017459,89.20081534722632,0.6,0
AlegAATr,equal,15,40,1,selfplay,2353.4438223999027,83.51562651599417,0.26666666666666666,0
AlegAATr,equal,15,40,1,selfplay,4290.656471098335,710.9326064418798,0.7333333333333333,0
AlegAATr,equal,15,40,1,selfplay,2152.755186828478,298.0335954937907,1.0,1
AlegAATr,equal,15,40,1,selfplay,3440.300971744239,305.12595496458454,0.7333333333333333,0
AlegAATr,equal,15,40,1,selfplay,2399.509225340481,221.39216324845668,0.8666666666666667,0
EXP4,equal,15,40,1,banditsociety,2481.7337588470164,257.24554331374696,0.9333333333333333,0
EXP4,equal,15,40,1,banditsociety,2692.7013501415954,118.16893508676138,0.2,0
EXP4,equal,15,40,1,banditsociety,2461.4681139837367,150.33214097835275,0.4,0
EXP4,equal,15,40,1,banditsociety,2554.4680321421433,220.53312084689694,0.8,0
EXP4,equal,15,40,1,banditsociety,2663.943452585167,173.1075426161976,0.4666666666666667,0
UCB,equal,10,10,0,banditsociety,964.0644731063826,75.33443034007831,0.2,0
UCB,equal,10,10,0,banditsociety,990.0619553670796,91.95306242151801,0.4,0
UCB,equal,10,10,0,banditsociety,966.6856242378072,105.52638722059973,0.8,0
UCB,equal,10,10,0,banditsociety,979.871940460029,124.71454714440307,1.0,1
UCB,equal,10,10,0,banditsociety,963.5185052153414,86.11749269793211,0.2,0
AlegAATr,equal,15,40,0,selfplay,4612.1041149880175,357.51778308015207,0.6,0
AlegAATr,equal,15,40,0,selfplay,4225.818364164521,395.6344057454804,0.7333333333333333,0
AlegAATr,equal,15,40,0,selfplay,3501.9129756775706,379.4465424146455,1.0,1
AlegAATr,equal,15,40,0,selfplay,2872.383190810233,219.7104457599127,0.7333333333333333,0
AlegAATr,equal,15,40,0,selfplay,3802.20273754153,140.77625325805576,0.2,0
EXP4,equal,15,40,0,banditsociety,2833.525222372612,182.93877489447914,0.4666666666666667,0
EXP4,equal,15,40,0,banditsociety,2885.931522452675,222.3887468221522,0.8,0
EXP4,equal,15,40,0,banditsociety,2328.2066440572085,41.78884295119202,0.06666666666666667,0
EXP4,equal,15,40,0,banditsociety,2921.219972492293,174.37764465269578,0.4,0
EXP4,equal,15,40,0,banditsociety,2729.926383792233,81.62430023565184,0.06666666666666667,0
D-UCB,equal,10,40,2,randoms,443.7632485984715,115.37503224301508,0.8,0
D-UCB,equal,10,40,2,randoms,430.34140009077396,117.06384248111131,0.8,0
D-UCB,equal,10,40,2,randoms,441.3636551379011,135.7304308925264,0.8,0
D-UCB,equal,10,40,2,randoms,407.06233724061065,119.961068020865,0.8,0
D-UCB,equal,10,40,2,randoms,397.3967878683747,6.1801003562366255,0.8,0
EEE,equal,10,40,1,banditsociety,679.8364001868006,83.34860522535809,0.6,0
EEE,equal,10,40,1,banditsociety,789.008035071917,84.58040904216034,0.4,0
EEE,equal,10,40,1,banditsociety,762.9403206108819,70.81638717117794,0.5,0
EEE,equal,10,40,1,banditsociety,871.1893208050079,74.39752000240635,0.1,0
EEE,equal,10,40,1,banditsociety,818.7014764640335,72.60729148911145,0.4,0
EEE,equal,5,40,0,cabsnocat,4169.311704548248,40.038243949653534,0.2,0
EEE,equal,5,40,0,cabsnocat,1984.0409825579914,112.50003831912532,0.4,0
EEE,equal,5,40,0,cabsnocat,4022.440137213881,21.062889835010655,0.2,0
EEE,equal,5,40,0,cabsnocat,2231.5937679870067,49.481127619939464,0.2,0
EEE,equal,5,40,0,cabsnocat,2974.9481962954765,29.880106060881825,0.2,0
AlegAATr,equal,20,30,2,randoms,360.0957868953737,345.33892556644844,1.0,1
AlegAATr,equal,20,30,2,randoms,345.72147451241835,331.1622550219307,1.0,1
AlegAATr,equal,20,30,2,randoms,322.8276972698541,309.9391580613692,1.0,1
AlegAATr,equal,20,30,2,randoms,339.8998077050566,323.42314611149436,1.0,1
AlegAATr,equal,20,30,2,randoms,343.28845146014186,328.49443232646,1.0,1
EXP4,equal,20,40,0,cabsonecat,17507.726220077602,34.91623052165262,0.05,0
EXP4,equal,20,40,0,cabsonecat,8183.36571506862,72.04494193196702,0.15,0
EXP4,equal,20,40,0,cabsonecat,17580.018829063178,12.666744819376955,0.05,0
EXP4,equal,20,40,0,cabsonecat,17041.59243645926,40.25276926149646,0.05,0
