score,score_type,learning_alg,feature_set,domain
0.7733361584999133,d,EG,Raw,jhg
0.6195458940532945,d,EG,Raw,jhg
0.7741388117351116,d,EG,Raw,jhg
0.8866997542282951,d,EG,Raw,jhg
0.8809160334629375,d,EG,Raw,jhg
0.6313252063742575,d,EG,Raw,jhg
0.9999999999999998,d,EG,Raw,jhg
0.7551689712854184,d,EG,Raw,jhg
0.8195876261850037,d,EG,Raw,jhg
0.765065655915075,d,EG,Raw,jhg
0.7965510076406424,d,REGAE,Raw,jhg
0.6792854437127047,d,REGAE,Raw,jhg
0.6995957637904077,d,REGAE,Raw,jhg
0.7440626252645313,d,REGAE,Raw,jhg
0.35514038603119974,d,REGAE,Raw,jhg
0.6873231491889122,d,REGAE,Raw,jhg
0.5502877103003038,d,REGAE,Raw,jhg
0.6621000291678331,d,REGAE,Raw,jhg
0.5370320799004754,d,REGAE,Raw,jhg
1.0,d,REGAE,Raw,jhg
0.8892112281847666,d,EG,AAT,jhg
0.9999999999999998,d,EG,AAT,jhg
0.9999999999999998,d,EG,AAT,jhg
0.7618567040221721,d,EG,AAT,jhg
0.42188998095290453,d,EG,AAT,jhg
0.9999999999999998,d,EG,AAT,jhg
0.9358597931526798,d,EG,AAT,jhg
0.42188998095290425,d,EG,AAT,jhg
0.9999999999999998,d,EG,AAT,jhg
0.7708893960715806,d,EG,AAT,jhg
0.6943729699785852,d,REGAE,AAT,jhg
0.26480881330832096,d,REGAE,AAT,jhg
0.6576916528354586,d,REGAE,AAT,jhg
0.5850989325988857,d,REGAE,AAT,jhg
0.6618056178765808,d,REGAE,AAT,jhg
0.5787954679558152,d,REGAE,AAT,jhg
0.5722525206964333,d,REGAE,AAT,jhg
0.7153071584011486,d,REGAE,AAT,jhg
0.6272097890925834,d,REGAE,AAT,jhg
0.7132977264931619,d,REGAE,AAT,jhg
0.9358540133792566,d,EG,RawAAT,jhg
0.9999999999999998,d,EG,RawAAT,jhg
0.2961953543954294,d,EG,RawAAT,jhg
0.7660769153477336,d,EG,RawAAT,jhg
0.9999999999999998,d,EG,RawAAT,jhg
0.9999999999999998,d,EG,RawAAT,jhg
0.9080965723258041,d,EG,RawAAT,jhg
0.7517074701556106,d,EG,RawAAT,jhg
0.9999999999999998,d,EG,RawAAT,jhg
0.7483347008877401,d,EG,RawAAT,jhg
0.7810791105603221,d,REGAE,RawAAT,jhg
0.22983964193495587,d,REGAE,RawAAT,jhg
0.7886525448769108,d,REGAE,RawAAT,jhg
0.34454003523699117,d,REGAE,RawAAT,jhg
0.674179726558312,d,REGAE,RawAAT,jhg
0.8431315367719692,d,REGAE,RawAAT,jhg
0.764579872783617,d,REGAE,RawAAT,jhg
0.4770608453617603,d,REGAE,RawAAT,jhg
0.8121416408534998,d,REGAE,RawAAT,jhg
0.6969802372303551,d,REGAE,RawAAT,jhg
0.3437717179902854,d,REGAEKNN,AATKNN,jhg
0.5501515049109389,d,REGAEKNN,AATKNN,jhg
0.6898587934054391,d,REGAEKNN,AATKNN,jhg
0.5371148510242464,d,REGAEKNN,AATKNN,jhg
0.5295977829351308,d,REGAEKNN,AATKNN,jhg
0.7481469118549001,d,REGAEKNN,AATKNN,jhg
0.6165616088636786,d,REGAEKNN,AATKNN,jhg
0.9999999999999998,d,REGAEKNN,AATKNN,jhg
0.6459313428324568,d,REGAEKNN,AATKNN,jhg
0.6993238802433126,d,REGAEKNN,AATKNN,jhg
0.4778558884718356,c,EG,Raw,jhg
0.6982233731044313,c,EG,Raw,jhg
0.16274319255019742,c,EG,Raw,jhg
0.3004843221006014,c,EG,Raw,jhg
0.3822108297316939,c,EG,Raw,jhg
0.6961099845262083,c,EG,Raw,jhg
0.14791492597544384,c,EG,Raw,jhg
0.4941764466424124,c,EG,Raw,jhg
0.44691594317130745,c,EG,Raw,jhg
0.4306897743280862,c,EG,Raw,jhg
0.5544827324614551,c,REGAE,Raw,jhg
0.5638843888950901,c,REGAE,Raw,jhg
0.618320872617829,c,REGAE,Raw,jhg
0.5754012902626128,c,REGAE,Raw,jhg
0.7318326092486472,c,REGAE,Raw,jhg
0.7261113658158278,c,REGAE,Raw,jhg
0.6336602446481293,c,REGAE,Raw,jhg
0.6863531625672099,c,REGAE,Raw,jhg
0.7045691442933267,c,REGAE,Raw,jhg
0.4656176077728221,c,REGAE,Raw,jhg
0.4071616585013505,c,EG,AAT,jhg
0.14091442242226201,c,EG,AAT,jhg
0.16170780788596206,c,EG,AAT,jhg
0.43183750871351473,c,EG,AAT,jhg
0.16625714852807846,c,EG,AAT,jhg
0.1415286850814973,c,EG,AAT,jhg
0.3156144392362936,c,EG,AAT,jhg
0.3518138416121352,c,EG,AAT,jhg
0.43781956115046466,c,EG,AAT,jhg
0.8857213387054602,c,EG,AAT,jhg
0.7191802752666917,c,REGAE,AAT,jhg
0.5658175779172941,c,REGAE,AAT,jhg
0.5039987892846918,c,REGAE,AAT,jhg
0.7472446280945846,c,REGAE,AAT,jhg
0.6854713826858413,c,REGAE,AAT,jhg
0.7809729267301574,c,REGAE,AAT,jhg
0.6358846214572039,c,REGAE,AAT,jhg
0.49642527267071984,c,REGAE,AAT,jhg
0.5330509464044398,c,REGAE,AAT,jhg
0.6132401255937608,c,REGAE,AAT,jhg
0.4459279655090043,c,EG,RawAAT,jhg
0.4947670565553553,c,EG,RawAAT,jhg
0.9224200813473056,c,EG,RawAAT,jhg
0.49752539052506056,c,EG,RawAAT,jhg
0.14060271516435133,c,EG,RawAAT,jhg
0.14258232414212846,c,EG,RawAAT,jhg
0.38053758393424136,c,EG,RawAAT,jhg
0.5124049600792789,c,EG,RawAAT,jhg
0.1407829401832843,c,EG,RawAAT,jhg
0.524817939442953,c,EG,RawAAT,jhg
0.6833746049975283,c,REGAE,RawAAT,jhg
0.848666629400034,c,REGAE,RawAAT,jhg
0.7733381533974688,c,REGAE,RawAAT,jhg
0.9341465562766569,c,REGAE,RawAAT,jhg
0.8025198410828782,c,REGAE,RawAAT,jhg
0.8213652798543887,c,REGAE,RawAAT,jhg
0.754724918059542,c,REGAE,RawAAT,jhg
0.6068733532574487,c,REGAE,RawAAT,jhg
0.7658720921157602,c,REGAE,RawAAT,jhg
0.6999711988713045,c,REGAE,RawAAT,jhg
0.9165085777309708,c,REGAEKNN,AATKNN,jhg
0.6808025279178994,c,REGAEKNN,AATKNN,jhg
0.7821474175870528,c,REGAEKNN,AATKNN,jhg
0.7548971691145622,c,REGAEKNN,AATKNN,jhg
0.8187603243352549,c,REGAEKNN,AATKNN,jhg
0.7790956651100059,c,REGAEKNN,AATKNN,jhg
0.7813156407578951,c,REGAEKNN,AATKNN,jhg
0.4099939735187192,c,REGAEKNN,AATKNN,jhg
0.877765683018744,c,REGAEKNN,AATKNN,jhg
0.632483540626357,c,REGAEKNN,AATKNN,jhg
0.4778558884718356,a,EG,Raw,jhg
0.6195458940532945,a,EG,Raw,jhg
0.16274319255019742,a,EG,Raw,jhg
0.3004843221006014,a,EG,Raw,jhg
0.3822108297316939,a,EG,Raw,jhg
0.6313252063742575,a,EG,Raw,jhg
0.14791492597544384,a,EG,Raw,jhg
0.4941764466424124,a,EG,Raw,jhg
0.44691594317130745,a,EG,Raw,jhg
0.4306897743280862,a,EG,Raw,jhg
0.5544827324614551,a,REGAE,Raw,jhg
0.5638843888950901,a,REGAE,Raw,jhg
0.618320872617829,a,REGAE,Raw,jhg
0.5754012902626128,a,REGAE,Raw,jhg
0.35514038603119974,a,REGAE,Raw,jhg
0.6873231491889122,a,REGAE,Raw,jhg
0.5502877103003038,a,REGAE,Raw,jhg
0.6621000291678331,a,REGAE,Raw,jhg
0.5370320799004754,a,REGAE,Raw,jhg
0.4656176077728221,a,REGAE,Raw,jhg
0.4071616585013505,a,EG,AAT,jhg
0.14091442242226201,a,EG,AAT,jhg
0.16170780788596206,a,EG,AAT,jhg
0.43183750871351473,a,EG,AAT,jhg
0.16625714852807846,a,EG,AAT,jhg
0.1415286850814973,a,EG,AAT,jhg
0.3156144392362936,a,EG,AAT,jhg
0.3518138416121352,a,EG,AAT,jhg
0.43781956115046466,a,EG,AAT,jhg
0.7708893960715806,a,EG,AAT,jhg
0.6943729699785852,a,REGAE,AAT,jhg
0.26480881330832096,a,REGAE,AAT,jhg
0.5039987892846918,a,REGAE,AAT,jhg
0.5850989325988857,a,REGAE,AAT,jhg
0.6618056178765808,a,REGAE,AAT,jhg
0.5787954679558152,a,REGAE,AAT,jhg
0.5722525206964333,a,REGAE,AAT,jhg
0.49642527267071984,a,REGAE,AAT,jhg
0.5330509464044398,a,REGAE,AAT,jhg
0.6132401255937608,a,REGAE,AAT,jhg
0.4459279655090043,a,EG,RawAAT,jhg
0.4947670565553553,a,EG,RawAAT,jhg
0.2961953543954294,a,EG,RawAAT,jhg
0.49752539052506056,a,EG,RawAAT,jhg
0.14060271516435133,a,EG,RawAAT,jhg
0.14258232414212846,a,EG,RawAAT,jhg
0.38053758393424136,a,EG,RawAAT,jhg
0.5124049600792789,a,EG,RawAAT,jhg
0.1407829401832843,a,EG,RawAAT,jhg
0.524817939442953,a,EG,RawAAT,jhg
0.6833746049975283,a,REGAE,RawAAT,jhg
0.22983964193495587,a,REGAE,RawAAT,jhg
0.7733381533974688,a,REGAE,RawAAT,jhg
0.34454003523699117,a,REGAE,RawAAT,jhg
0.674179726558312,a,REGAE,RawAAT,jhg
0.8213652798543887,a,REGAE,RawAAT,jhg
0.754724918059542,a,REGAE,RawAAT,jhg
0.4770608453617603,a,REGAE,RawAAT,jhg
0.7658720921157602,a,REGAE,RawAAT,jhg
0.6969802372303551,a,REGAE,RawAAT,jhg
0.3437717179902854,a,REGAEKNN,AATKNN,jhg
0.5501515049109389,a,REGAEKNN,AATKNN,jhg
0.6898587934054391,a,REGAEKNN,AATKNN,jhg
0.5371148510242464,a,REGAEKNN,AATKNN,jhg
0.5295977829351308,a,REGAEKNN,AATKNN,jhg
0.7481469118549001,a,REGAEKNN,AATKNN,jhg
0.6165616088636786,a,REGAEKNN,AATKNN,jhg
0.4099939735187192,a,REGAEKNN,AATKNN,jhg
0.6459313428324568,a,REGAEKNN,AATKNN,jhg
0.632483540626357,a,REGAEKNN,AATKNN,jhg
