round,generator
0,4
1,6
2,8
7,14
8,8
9,5
10,8
12,11
13,13
14,11
15,15
16,11
17,8
21,4
22,8
23,15
24,4
25,2
26,14
27,8
30,11
31,6
34,11
35,2
36,13
37,2
38,8
39,2
