round,generator
0,8
3,11
4,14
5,2
6,13
7,8
8,14
9,8
11,9
12,3
13,4
14,11
17,2
18,11
20,8
22,6
23,9
24,8
26,6
28,10
30,9
31,3
32,9
33,14
34,10
36,6
37,11
38,6
