gene_48_9_74_16_59_35_51_11_6_100_30_79_0_38_11_78_91_32_73_17_57_8_95_51_100_38_88_19_92_86_44_68_77,21,0.124931,409.438
gene_33_28_28_16_45_74_49_72_71_94_39_59_4_11_3_12_88_7_18_21_39_29_13_51_6_7_100_21_0_29_78_100_26,22,0.128961,409.387
gene_76_10_52_95_63_0_24_59_29_74_47_2_6_36_5_100_97_100_6_5_100_75_85_82_98_97_16_76_5_29_83_65_53,21,0.122357,409.334
gene_100_68_85_79_62_72_81_29_27_76_33_59_2_11_1_78_90_8_36_0_20_76_40_39_53_71_100_26_3_35_80_65_70,24,0.127864,399.636
gene_43_2_91_25_88_9_50_21_26_78_10_3_4_13_2_17_27_81_11_13_27_1_1_9_95_10_21_26_4_9_100_93_36,16,0.112263,394.005
gene_66_9_93_25_47_4_50_42_27_73_0_63_7_78_5_14_99_8_73_15_40_62_11_72_50_70_0_31_70_0_84_61_55,31,0.118988,387.099
gene_77_9_71_76_88_4_55_57_13_74_7_0_4_40_11_11_97_21_98_15_61_67_71_38_58_71_28_94_4_29_84_18_4,18,0.121815,386.411
gene_55_41_82_26_52_70_45_21_51_70_3_11_3_16_17_96_72_19_74_12_80_13_41_48_92_75_12_80_75_27_100_35_34,21,0.117316,385.752
gene_80_46_95_25_35_4_52_86_27_100_62_0_7_90_22_62_37_50_45_24_10_7_85_72_53_8_13_29_64_59_83_76_79,24,0.120693,384.144
gene_100_85_80_31_38_70_91_62_71_65_4_81_0_91_28_16_96_74_47_44_15_14_68_31_84_70_46_48_49_61_100_58_40,15,0.11702,382.072
gene_66_7_96_88_51_52_27_25_73_68_4_2_5_29_89_0_30_13_74_16_25_75_7_47_87_1_16_60_48_53_43_45_37,11,0.118963,376.812
gene_73_68_89_74_61_0_93_71_27_54_33_59_2_9_23_62_29_32_36_20_20_76_43_86_53_73_68_63_76_38_43_65_36,18,0.121789,369.906
gene_100_14_28_85_47_72_85_71_65_95_33_59_0_96_3_83_85_21_31_8_61_59_83_86_98_18_28_19_5_24_100_93_41,22,0.108955,366.204
gene_64_56_86_87_39_4_48_57_26_96_33_0_0_91_15_41_57_23_85_31_26_4_13_73_99_1_12_94_41_66_78_32_79,24,0.112588,365.519
gene_75_37_93_76_58_1_50_38_31_75_31_73_8_84_5_14_57_8_70_15_40_74_9_96_56_69_0_31_41_92_84_61_41,16,0.104252,364.001
gene_76_23_91_1_38_76_82_36_31_94_47_57_0_41_9_9_97_21_74_63_23_70_29_54_52_76_12_18_48_46_99_61_53,22,0.124139,360.764
gene_70_9_65_16_47_72_31_96_48_75_42_59_0_70_10_78_67_100_17_16_23_76_40_39_91_97_97_77_7_89_74_66_67,21,0.128251,360.353
gene_28_5_82_93_81_5_83_71_22_96_8_81_7_84_5_4_100_21_4_14_24_50_58_53_23_75_12_98_0_21_78_80_52,16,0.109555,357.514
gene_55_41_82_86_40_27_45_66_84_80_33_1_0_91_17_98_57_21_1_40_24_58_28_47_50_74_97_47_5_9_100_71_53,21,0.111004,357.131
gene_71_40_64_98_88_3_54_73_14_74_70_59_5_51_11_77_97_21_29_15_61_32_92_65_29_55_33_94_74_58_84_66_4,17,0.112109,351.93
gene_59_10_28_20_39_34_45_62_69_81_94_0_8_63_28_75_57_49_76_24_55_1_70_64_95_9_0_16_34_94_77_33_55,20,0.107479,349.578
gene_80_9_52_84_47_3_51_16_49_73_38_61_13_36_10_87_67_97_17_21_23_67_12_88_58_97_97_77_7_89_74_19_41,16,0.114003,349.251
gene_76_10_52_88_95_52_41_61_31_81_43_86_6_36_8_98_97_81_62_14_45_1_90_86_99_1_9_76_5_51_89_68_55,12,0.105193,348.954
gene_61_41_79_16_62_52_50_11_64_100_33_50_2_38_23_78_100_32_68_5_78_8_92_89_99_17_100_63_4_9_100_68_55,20,0.106026,347.171
gene_100_4_78_93_39_49_42_71_4_96_8_0_7_84_0_4_32_81_0_40_26_75_59_53_100_75_12_18_93_29_78_33_26,21,0.104811,345.794
gene_28_68_28_93_81_17_77_50_22_55_79_63_0_15_15_4_32_100_4_38_24_1_81_53_18_75_2_98_93_70_78_76_53,18,0.105869,344.766
gene_61_72_83_86_60_4_86_94_33_75_31_58_0_82_11_30_91_50_62_17_18_63_85_47_29_10_97_56_34_59_83_61_55,14,0.0975479,342.268
gene_74_31_94_23_39_4_49_16_71_63_97_59_6_96_6_61_87_22_73_13_10_5_73_72_20_6_1_76_4_33_67_63_55,20,0.119789,342.197
gene_100_4_28_20_49_72_85_73_0_100_35_61_9_61_0_96_41_8_77_16_26_2_83_86_100_23_85_19_7_24_87_31_26,24,0.111387,338.83
gene_43_10_91_16_88_0_50_48_100_74_16_3_4_62_2_17_96_81_61_11_26_5_1_9_1_10_4_26_66_9_71_17_26,30,0.111893,338.194
gene_80_9_27_62_47_6_18_16_100_73_16_63_0_11_0_12_72_100_70_21_38_25_13_51_58_6_100_22_65_94_81_100_41,23,0.0995763,336.829
gene_70_8_91_27_88_0_43_43_6_96_10_3_4_91_2_24_100_76_61_23_28_79_1_54_57_10_12_26_4_29_71_17_79,22,0.112856,334.195
gene_80_9_83_32_36_3_77_16_31_6_59_12_0_88_5_82_92_86_32_21_44_8_24_72_5_70_96_19_65_94_58_81_41,18,0.109748,334.139
gene_33_80_28_18_54_52_18_72_100_99_16_84_5_11_0_12_91_50_70_21_38_25_21_51_21_6_100_22_5_58_43_100_26,19,0.10801,333.31
gene_71_10_50_88_47_0_33_18_48_100_35_56_6_57_10_20_67_100_17_16_23_75_14_86_91_97_97_18_7_51_90_67_23,27,0.104999,328.384
gene_17_23_80_93_45_0_27_49_97_70_87_2_5_20_17_12_97_87_74_15_12_8_61_47_92_82_99_94_76_69_71_35_35,20,0.105783,325.396
gene_48_37_79_16_88_0_50_11_48_100_36_61_0_97_11_78_100_100_73_38_23_8_12_89_99_94_97_83_4_89_100_19_24,21,0.107235,325.391
gene_71_24_86_75_55_0_50_16_40_100_36_55_0_11_7_98_57_17_55_29_27_75_81_48_53_92_97_76_7_85_74_98_70,17,0.115258,324.714
gene_89_5_91_80_57_6_45_21_29_7_33_57_7_14_9_93_57_21_68_19_26_32_28_5_45_28_97_77_0_95_74_66_67,13,0.101423,323.208
gene_71_9_28_79_47_93_20_65_48_75_8_61_3_36_10_15_32_100_16_16_23_75_12_88_58_98_22_19_49_89_74_61_24,21,0.0958929,321.554
gene_89_41_91_80_28_62_49_19_26_100_33_87_4_28_5_93_57_20_12_0_27_98_28_31_18_42_1_100_67_87_67_35_67,15,0.113109,319.824
gene_100_2_82_25_59_14_27_25_27_75_21_2_4_30_4_41_47_13_38_16_25_57_98_47_87_1_21_60_69_0_100_68_53,27,0.102658,315.295
gene_100_6_89_20_50_86_85_96_9_100_33_68_6_11_5_56_30_49_3_40_95_59_48_86_98_4_13_98_5_21_86_71_24,26,0.103441,313.519
gene_100_23_98_69_38_0_82_11_26_97_64_41_7_43_9_9_60_18_62_14_16_7_39_89_4_95_0_20_39_9_83_48_38,24,0.0921936,313.278
gene_14_58_86_88_39_33_68_57_44_100_23_4_13_92_9_46_43_27_45_15_70_97_57_72_99_1_1_16_35_79_75_79_79,21,0.101739,312.345
gene_43_8_91_16_88_30_34_39_24_74_64_0_4_13_9_17_57_81_61_11_26_9_28_84_0_93_0_26_100_9_78_79_79,20,0.0942916,311.611
gene_100_40_82_20_38_4_50_62_0_31_4_81_7_41_26_5_96_96_70_15_57_8_68_51_1_70_3_48_66_61_84_58_36,20,0.115523,310.903
gene_94_6_92_20_49_72_27_21_100_70_3_1_6_61_17_9_97_49_74_16_25_13_44_86_92_81_7_81_5_24_86_35_41,21,0.0984791,310.745
gene_66_41_68_95_57_48_75_36_13_99_47_59_0_8_11_100_97_21_34_5_100_58_41_47_100_97_65_20_95_86_83_68_38,22,0.0982319,310.205
gene_78_10_94_26_61_4_93_71_24_80_33_1_8_41_23_98_27_81_62_14_26_5_43_86_99_1_9_63_5_65_47_10_55,28,0.109837,310.075
gene_14_54_96_76_49_32_48_98_24_18_47_0_7_11_9_11_87_79_62_14_94_8_28_51_1_91_0_13_100_11_78_79_36,19,0.0947057,309.44
gene_89_8_78_79_45_72_18_92_71_94_39_59_4_96_3_28_99_8_18_16_26_46_46_39_6_42_97_26_3_29_78_17_30,23,0.102808,308.605
gene_77_7_91_80_82_4_93_90_24_80_47_1_0_30_23_62_97_32_62_18_26_79_58_86_1_1_12_96_76_65_43_45_36,13,0.113714,306.909
gene_71_20_98_64_47_0_63_65_47_100_36_61_0_36_10_9_60_21_72_16_54_75_12_88_91_76_6_18_38_57_83_61_38,21,0.0869577,304.736
gene_61_35_80_88_37_52_54_42_29_75_33_84_13_88_23_100_47_15_62_19_21_97_21_47_58_7_1_77_5_92_43_61_26,14,0.101724,303.45
gene_99_5_52_85_54_0_83_16_29_80_16_7_6_75_10_20_100_81_62_16_15_59_89_86_23_0_46_27_0_95_38_68_52,15,0.106818,300.449
gene_42_5_82_26_52_0_45_21_55_91_16_81_3_40_46_8_100_19_17_40_27_59_74_53_50_75_97_80_75_27_79_37_52,25,0.0961557,300.388
gene_89_53_89_74_62_0_82_19_27_73_33_59_5_9_0_89_29_21_36_20_27_75_31_15_53_35_68_77_53_92_68_66_69,22,0.0965531,300.197
gene_78_4_28_79_35_93_22_40_7_75_8_59_3_87_5_15_41_8_29_63_24_2_27_16_58_0_91_19_49_66_98_66_30,17,0.100587,298.554
gene_53_5_68_86_57_70_66_91_31_96_47_30_2_70_13_12_37_47_50_12_34_70_90_39_7_69_3_83_52_3_98_66_63,15,0.0869479,297.896
gene_78_9_94_79_53_93_60_21_26_75_8_59_5_15_5_15_30_26_31_63_25_77_40_86_46_1_78_81_49_4_100_1_38,18,0.112801,292.832
gene_99_48_50_93_30_70_48_45_26_70_33_49_8_20_15_65_67_97_17_31_48_4_13_88_23_91_0_94_76_69_74_66_77,31,0.0968301,290.843
gene_60_34_80_93_81_33_77_70_44_28_8_0_0_84_5_4_43_81_4_14_21_75_58_53_18_8_1_77_35_36_78_80_26,24,0.0991689,290.489
gene_80_26_52_67_63_3_27_59_31_98_33_63_6_59_5_83_85_100_71_13_1_67_72_82_62_7_18_28_65_54_71_93_41,30,0.0898799,288.586
gene_66_4_90_86_59_76_85_8_13_99_73_59_5_8_11_23_57_21_34_7_27_68_41_73_100_73_0_19_71_86_44_68_38,24,0.0964828,287.101
gene_45_37_83_83_54_0_43_70_29_80_33_81_7_96_46_93_41_8_68_19_27_32_44_41_23_71_76_19_4_95_76_18_55,17,0.0954173,286.148
gene_67_2_68_86_62_75_31_88_31_65_33_79_2_82_21_100_91_45_62_18_19_63_21_55_53_73_97_77_5_22_43_61_67,27,0.0977206,283.994
gene_100_9_64_86_47_0_85_8_44_96_4_59_5_62_9_41_57_50_34_7_27_62_43_47_9_7_50_13_71_36_74_66_73,18,0.0868816,281.869
gene_43_45_81_31_88_5_50_43_49_74_4_3_4_89_2_19_89_81_61_10_44_10_71_72_24_70_4_72_4_61_43_21_61,20,0.0970776,281.071
gene_66_35_90_96_36_0_87_16_73_99_18_59_5_82_10_41_59_20_33_0_31_62_46_52_11_73_50_77_2_27_75_36_52,18,0.0882316,280.493
gene_61_41_99_25_24_4_48_62_26_96_38_94_8_62_23_58_57_87_62_6_97_0_85_73_23_91_0_63_23_18_78_68_77,21,0.0930434,279.399
gene_14_28_80_78_63_30_14_21_24_18_66_0_12_29_9_0_25_100_62_0_29_8_44_82_8_93_70_13_100_11_74_79_95,24,0.0842568,277.74
gene_30_14_28_16_38_67_18_11_100_99_16_57_0_40_0_9_60_100_70_66_54_25_13_51_1_76_6_18_38_58_83_61_40,19,0.144901,273.463
gene_64_60_96_78_98_4_83_21_31_75_16_2_0_41_75_32_97_90_70_21_23_4_28_59_55_94_0_96_49_27_71_70_54,21,0.0895472,273.206
gene_70_4_82_72_22_35_74_62_26_75_47_0_4_70_13_100_97_100_74_19_95_46_33_39_11_73_1_15_71_29_78_75_57,16,0.0971602,272.144
gene_89_24_90_86_55_76_25_8_26_100_69_34_5_11_9_98_57_50_55_7_27_72_81_73_9_80_100_91_35_61_68_98_70,19,0.0847009,269.873
gene_43_41_91_26_88_70_50_17_35_74_10_30_3_13_30_17_37_81_61_6_26_1_90_9_7_69_4_26_4_30_79_25_73,23,0.0905837,265.196
gene_89_53_28_83_30_4_74_70_44_73_33_62_49_11_0_93_100_97_68_46_28_80_28_15_99_61_76_77_4_87_100_18_54,15,0.0996123,244.132
gene_66_24_95_96_59_0_26_25_37_100_4_2_11_11_89_0_57_17_55_29_25_70_81_47_53_80_100_60_48_85_68_98_70,26,0.0832868,243.643
gene_61_41_68_25_62_57_98_62_29_74_65_59_2_38_11_30_95_22_29_4_97_3_92_62_29_55_33_63_74_18_37_66_63,17,0.0833577,242.996
gene_92_41_82_80_44_70_47_66_26_100_33_57_3_14_15_12_57_21_68_0_26_67_28_49_0_32_1_47_1_9_100_80_67,14,0.0803269,242.775
gene_43_8_91_93_39_86_77_41_22_74_97_3_4_41_23_13_23_81_67_14_82_5_1_9_95_34_4_29_69_9_80_8_79,18,0.0786024,241.225
gene_100_23_79_16_89_35_50_16_95_100_59_55_8_40_10_9_95_36_73_63_54_70_92_8_99_76_82_18_38_9_100_43_79,16,0.102523,236.872
gene_61_41_28_96_63_4_74_94_44_73_66_59_0_8_11_30_97_78_98_70_22_75_85_16_29_37_76_56_7_27_68_57_54,14,0.112137,235.391
gene_61_35_80_25_62_32_98_71_42_28_33_1_13_92_9_30_100_16_62_5_97_97_9_62_29_10_60_63_35_36_38_79_55,17,0.0819969,233.474
gene_71_10_91_29_91_3_38_63_5_99_15_59_0_41_80_96_58_90_75_13_54_5_29_53_95_70_0_22_34_46_95_37_34,24,0.0898382,232.765
gene_71_7_91_80_98_6_4_8_33_15_47_2_0_62_75_32_27_21_74_64_26_14_37_73_52_97_1_81_53_46_71_66_36,18,0.0700774,225.919
gene_77_10_94_81_61_4_60_71_24_80_47_64_8_30_8_62_57_32_62_64_24_1_43_89_49_93_0_63_76_65_100_1_41,10,0.0988341,220.706
gene_89_53_28_75_60_70_47_66_26_70_33_93_5_11_2_12_91_21_27_79_19_75_30_33_50_37_69_77_95_92_33_37_54,18,0.0920493,218.159
gene_33_45_27_87_35_67_48_72_100_99_16_49_0_62_0_65_72_97_85_31_38_25_13_51_23_91_100_94_74_66_81_100_77,16,0.080806,209.479
gene_59_41_7_29_60_56_94_62_31_96_15_1_49_98_23_30_100_8_77_8_45_3_85_62_99_58_47_27_41_18_100_68_55,23,0.0832267,199.98
gene_67_4_68_33_38_72_31_62_27_75_47_81_47_42_5_75_48_74_50_12_15_8_68_39_84_73_46_77_49_28_87_66_36,16,0.0693501,195.069
gene_53_35_82_88_4_57_41_96_89_28_99_21_3_91_17_12_57_13_4_11_24_97_67_49_50_7_12_47_41_59_100_80_79,17,0.0692185,171.833
gene_64_68_54_87_54_4_51_21_30_55_16_63_65_63_12_8_20_100_70_41_38_4_28_71_29_68_2_94_49_70_39_64_54,17,0.0791742,161.007
gene_100_2_82_26_39_14_47_61_28_78_6_46_69_91_17_7_57_19_2_13_24_63_85_49_55_97_12_48_69_9_100_80_36,20,0.0629771,131.956
gene_75_92_82_25_37_30_40_36_31_78_47_44_68_78_75_14_100_81_59_23_25_75_12_54_52_97_12_31_48_29_71_61_53,18,0.0667619,128.418
gene_55_24_96_67_52_70_11_84_26_100_66_93_0_40_49_12_91_79_27_76_29_14_30_51_99_6_12_71_69_9_30_37_45,27,0.0827086,105.942
gene_10_44_95_25_38_57_51_92_27_74_43_72_68_13_15_77_60_100_45_12_27_97_54_55_53_68_82_19_79_100_97_76_53,17,0.0497262,98.4387
gene_100_93_91_16_88_4_50_62_27_74_4_81_78_42_5_15_96_81_9_11_15_78_68_6_1_70_46_26_49_9_84_58_79,29,0.0559798,92.0996
gene_100_41_82_96_63_72_74_17_73_71_4_30_75_82_32_12_37_47_62_40_24_70_90_57_7_32_12_83_76_27_44_41_54,18,0.050579,85.082
