round,generator
0,1
1,1
2,7
3,7
4,1
5,6
6,6
7,6
8,6
9,6
10,1
11,6
12,6
13,6
14,6
15,6
16,6
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,7
28,7
29,7
30,7
31,7
32,4
33,7
34,4
35,4
36,4
37,7
38,7
39,4
