round,generator
0,4
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,0
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,7
24,0
25,1
26,7
27,0
28,7
29,0
30,4
31,7
32,1
33,7
34,1
35,4
36,7
37,1
38,7
39,1
