round,generator
0,2
1,2
2,5
3,5
4,5
5,5
6,3
7,3
8,3
9,3
10,3
11,5
12,5
13,5
14,5
15,5
16,5
17,3
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,5
28,1
29,1
30,1
31,1
32,1
33,1
34,5
35,5
36,5
37,0
38,0
39,0
