round,generator
0,7
1,7
2,7
3,7
4,0
5,7
6,0
7,0
8,7
9,7
10,0
11,0
12,7
13,0
14,0
15,0
16,0
17,7
18,0
19,0
20,7
21,7
22,0
23,0
24,7
25,7
26,0
27,0
28,0
29,0
30,0
31,7
32,7
33,7
34,7
35,0
36,7
37,0
38,0
39,0
