round,generator
0,7
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,0
21,0
22,0
23,0
24,0
25,7
26,0
27,0
28,0
29,0
30,0
31,0
32,7
33,7
34,7
35,0
36,7
37,0
38,0
39,7
