round,generator
0,6
1,0
2,0
3,6
4,6
5,6
6,1
7,6
8,6
9,1
10,6
11,1
12,1
13,6
14,1
15,1
16,6
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
