round,generator
0,2
1,6
2,6
3,5
4,6
5,5
6,3
7,3
8,3
9,3
10,3
11,3
12,4
13,4
14,4
15,3
16,3
17,3
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
