round,generator
0,7
1,5
2,7
3,7
4,7
5,7
6,7
7,7
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,4
16,4
17,3
18,3
19,7
20,7
21,7
22,7
23,7
24,7
25,2
26,2
27,1
28,1
29,1
