round,generator
0,2
1,6
2,5
3,5
4,4
5,6
6,4
7,6
8,1
9,4
10,4
11,3
12,1
13,3
14,3
15,4
16,3
17,1
18,1
19,1
20,1
21,4
22,4
23,4
24,4
25,4
26,4
27,0
28,4
29,4
