round,generator
0,7
1,5
2,5
3,4
4,3
5,3
6,2
7,2
8,5
9,3
10,3
11,3
12,3
13,6
14,6
15,5
16,5
17,3
18,3
19,5
20,5
21,3
22,5
23,3
24,6
25,6
26,3
27,3
28,5
29,3
