round,generator
0,0
1,0
2,0
3,0
4,0
5,4
6,0
7,0
8,0
9,0
10,5
11,5
12,5
13,5
14,1
15,1
16,1
17,5
18,0
19,1
20,0
21,0
22,0
23,0
24,1
25,1
26,0
27,0
28,0
29,0
