round,generator
0,1
1,0
2,1
3,7
4,7
5,7
6,7
7,1
8,1
9,1
10,1
11,1
12,1
13,7
14,7
15,4
16,4
17,4
18,4
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,4
27,7
28,1
29,1
