round,generator
0,7
1,7
2,7
3,7
4,7
5,7
6,7
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,7
15,0
16,0
17,3
18,3
19,0
20,7
21,6
22,0
23,7
24,5
25,0
26,0
27,0
28,0
29,0
