round,generator
0,4
1,4
2,4
3,4
4,5
5,4
6,4
7,4
8,4
9,5
10,0
11,1
12,1
13,1
14,6
15,0
16,4
17,4
18,0
19,4
20,4
21,0
22,0
23,1
24,1
25,1
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
