round,generator
0,7
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,5
10,7
11,7
12,5
13,7
14,7
15,0
16,7
17,7
18,7
19,7
20,0
21,0
22,7
23,0
24,0
25,7
26,7
27,7
28,7
29,7
30,7
31,0
32,0
33,7
34,7
35,0
36,0
37,0
38,0
39,0
