round,generator
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,7
11,4
12,6
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,7
23,1
24,1
25,1
26,7
27,7
28,7
29,7
30,1
31,7
32,1
33,7
34,1
35,7
36,7
37,1
38,7
39,7
