0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.06667,0.53333,0.03333,0.0,0.0,0.66667,0.0,0.06667,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.06667,1.0,1.0,1.0,1.0,0.5,0.5
0.0,1.0,0.5,1.0,0.5,0.86667,0.5,0.07379,0.86667,0.06667,0.0,0.0,0.66667,1.0,0.39111,0.0,0.5,0.5,0.47619,0.78095,1.0,1.0,0.47619,1.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.56667,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.06667,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.5,0.5,0.5,0.5,0.5,0.5,0.07169,0.86667,0.1,0.0,0.0,0.66667,0.0,0.44,0.0,0.84222,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.62499,1.0,0.07143,0.98487,0.97019,0.0,0.0,1.0,0.92857,0.5,0.7,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.3,0.13333,1.0,1.0,1.0,1.0,0.0,0.5
2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0602,0.13333,0.13333,0.0,0.0,0.66667,0.0,0.4,0.00444,0.63918,0.0,0.99048,1.0,1.0,1.0,0.5,1.0,0.61623,1.0,0.07143,0.82647,0.66738,0.0,0.0,0.66667,1.0,0.5,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.33333,0.13333,0.5,1.0,1.0,1.0,0.5,0.5
2.0,1.0,0.5,1.0,0.5,0.4,0.5,0.06583,0.4,0.16667,0.0,0.0,0.66667,1.0,0.36444,0.00889,0.81507,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.60641,1.0,0.07143,0.95925,0.86468,0.5,0.0,0.87119,1.0,0.85714,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.26667,0.2,1.0,1.0,0.5,1.0,0.0,0.92857
5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.05536,0.2,0.2,0.0,0.0,0.66667,0.0,0.34667,0.01333,0.88557,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.57484,0.79839,0.07143,0.79017,0.62012,0.0,0.0,0.88117,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2,1.0,0.5,0.5,1.0,0.5,0.5
5.0,0.0,0.5,0.0,0.5,0.13333,0.5,0.05018,0.13333,0.23333,0.0,0.0,0.66667,1.0,0.23556,0.01778,0.9122,0.0,1.0,1.0,0.82857,1.0,1.0,0.0,0.57277,0.79551,0.07143,0.74933,0.60369,0.0,0.0,0.86088,1.0,0.85714,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.06667,0.0,1.0,1.0,1.0,0.5,1.0
6.0,0.5,0.5,0.5,0.5,0.5,0.5,0.05141,0.2,0.26667,0.0,0.0,0.66667,0.0,0.19556,0.03556,0.95356,0.0,0.77143,0.90476,1.0,1.0,0.5,0.0,0.54658,0.86759,0.14286,0.84181,0.72683,0.0,0.0,1.0,1.0,0.5,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.23333,0.13333,1.0,1.0,1.0,1.0,0.0,0.5
6.0,0.0,0.5,0.0,0.5,0.2,0.5,0.04075,0.2,0.3,0.0,0.0,0.66667,1.0,0.27556,0.04,0.97533,0.0,0.98095,0.98095,1.0,1.0,0.98095,1.0,0.56919,0.90348,0.14286,0.67828,0.51318,0.0,0.0,1.0,1.0,0.85714,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.2,0.13333,1.0,1.0,1.0,1.0,0.0,0.71429
6.0,0.0,0.5,0.0,0.5,0.13333,0.5,0.03044,0.13333,0.33333,0.0,0.0,0.66667,1.0,0.28,0.03556,0.98675,0.0,0.98095,0.98095,1.0,1.0,0.98095,0.0,0.56225,0.89246,0.14286,0.58612,0.41455,0.0,0.0,1.0,1.0,0.85714,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.2,0.13333,1.0,1.0,1.0,1.0,0.0,1.0
