0.5,0.5,0.5,0.5,0.5,0.5,0.18164,0.2,0.13333,0.0,0.5,0.0,0.0,0.8,0.0,0.0,1.0,0.6,0.6,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.22809,0.11313,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,0.6,0.6,0.19326,0.6,0.2,0.0,0.5,0.0,0.0,0.8,0.04,0.42652,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.20175,0.49656,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.5,0.5,0.5,0.5,0.5,0.5,0.21056,0.8,0.1,0.0,0.5,0.0,0.0,0.96,0.0,0.0,1.0,0.4,1.0,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,0.98747,0.75,0.0,0.9796,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.33173,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.2209,1.0,0.1,0.0,0.5,0.0,0.0,0.44,0.0,0.93115,0.0,0.8,1.0,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.2,0.4,1.0,1.0,1.0,1.0,0.0,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.22354,0.8,0.1,0.0,0.5,0.0,0.0,0.68,0.24,0.0,0.76661,0.9,1.0,0.9,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,0.91825,1.0,0.5,1.0,0.8,0.78921,1.0,0.5,0.0,0.66667,0.66667,0.5,0.5,0.5,0.2415,0.08161,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5
1.0,0.5,1.0,0.5,1.0,0.5,0.2829,1.0,0.13333,0.0,0.5,0.0,1.0,0.56,0.32,0.79414,0.0,0.9,1.0,0.8,1.0,0.9,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,0.94184,1.0,1.0,1.0,0.8,0.79965,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.25826,0.03791,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.41722,1.0,0.2,0.0,0.5,0.0,0.0,0.44,0.24,0.0,0.92827,0.6,1.0,0.6,0.6,0.6,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,0.68346,0.75,0.75,1.0,0.6,0.82021,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.58437,0.06865,0.0,1.0,1.0,1.0,0.61601,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.70014,1.0,0.3,0.0,0.5,0.0,0.0,0.16,0.2,0.0,0.93223,1.0,1.0,1.0,0.6,0.6,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.9,0.4,0.89871,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71094,0.07713,0.2,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.94384,1.0,0.46667,0.0,0.5,0.0,0.0,0.04,0.28,0.99649,0.0,1.0,1.0,0.7,1.0,0.6,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.99698,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.48392,0.0018,0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.5,1.0,0.5,1.0,0.5,0.97809,1.0,0.5,0.0,0.5,0.0,1.0,0.04,0.2,0.95799,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,0.98109,1.0,1.0,0.0,1.0,1.0,1.0,0.10056,1.0,0.0,0.00287,1.0,1.0,1.0,1.0,0.10056,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,0.99277,1.0,0.56667,0.0,0.5,0.0,0.0,0.04,0.24,0.9922,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.99968,1.0,1.0,0.0,1.0,1.0,1.0,0.10056,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10056,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.5,0.5,0.5,0.5,0.5,0.5,0.12711,0.2,0.5,0.0,0.5,0.0,0.0,0.2,0.0,0.99209,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.20202,0.6,0.1,0.0,0.5,0.0,0.0,0.64,0.0,0.90083,0.0,0.9,0.8,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.8,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.2,0.4,1.0,1.0,1.0,1.0,0.0,0.5
0.0,0.0,0.0,0.0,0.4,0.2,0.18674,0.4,0.43333,0.0,0.5,0.0,0.0,0.68,0.0,0.0,0.98572,1.0,1.0,1.0,1.0,0.6,0.0,0.0001,1.0,0.0,0.86531,0.78209,0.0,0.0,0.96817,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.6,1.0,0.66667,1.0,1.0,0.33333,1.0
1.0,1.0,0.0,1.0,0.4,0.4,0.20937,0.4,0.56667,0.0,0.5,0.0,0.0,0.68,0.0,0.0,0.98448,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,0.0,0.94039,0.86979,0.0,0.0,0.97569,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.6,1.0,0.66667,1.0,1.0,0.66667,1.0
0.0,1.0,0.0,1.0,0.4,0.4,0.21468,0.4,0.63333,0.0,0.5,0.0,0.0,0.68,0.0,0.0,0.98389,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,0.0,0.95126,0.90429,0.0,0.0,0.97749,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.4,0.66667,1.0,1.0,1.0,0.66667,1.0
0.5,0.5,0.5,0.5,0.5,0.5,0.25346,0.8,0.33333,0.0,0.5,0.0,0.0,0.64,0.0,0.93561,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,0.99046,0.5,0.0,0.9996,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.37879,0.0113,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.19737,0.4,0.13333,0.0,0.5,0.0,0.0,0.52,0.04,0.60865,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,0.98962,0.5,0.0,0.9402,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.33913,0.02247,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5
0.0,1.0,1.0,1.0,0.6,0.6,0.31567,0.8,0.46667,0.0,0.5,0.0,0.0,0.2,0.12,0.98577,0.0,0.8,0.8,0.8,1.0,0.5,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.96788,1.0,1.0,0.00331,0.6,1.0,1.0,1.0,0.098,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.5,0.5,0.5,0.5,0.5,0.5,0.17938,0.4,0.16667,0.0,0.5,0.0,0.0,0.76,0.04,0.79361,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0001,1.0,0.0,0.90746,0.68686,0.33333,0.0,0.93369,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.17315,0.04494,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5
1.0,0.5,1.0,0.5,0.8,0.5,0.24107,0.8,0.2,0.0,0.5,0.0,1.0,0.68,0.08,0.87934,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001,1.0,0.0,1.0,0.82299,0.66667,0.0,0.9165,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.26611,0.10394,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.5,1.0,0.5,1.0,0.5,0.33844,1.0,0.23333,0.0,0.5,0.0,1.0,0.56,0.12,0.92697,0.0,1.0,1.0,0.6,1.0,1.0,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,0.90969,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.00747,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.33333,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.30223,1.0,0.3,0.0,0.5,0.0,0.0,0.6,0.12,0.0,0.99799,1.0,1.0,0.6,1.0,1.0,0.0,0.0001,1.0,0.0,1.0,1.0,1.0,0.0,0.91154,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.66667,1.0,0.5,1.0,0.33333,0.75
0.0,0.5,0.0,0.5,0.6,0.5,0.23725,0.6,0.33333,0.0,0.5,0.0,1.0,0.64,0.12,0.0,0.99868,1.0,1.0,0.6,1.0,1.0,0.0,0.0001,1.0,0.0,0.94988,0.76355,0.33333,0.0,0.91189,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.28116,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.66667,0.25
1.0,0.5,1.0,0.5,0.8,0.5,0.29667,0.8,0.36667,0.0,0.5,0.0,1.0,0.56,0.16,0.0,0.99331,0.6,1.0,0.5,1.0,0.6,0.0,0.0001,1.0,0.0,0.9917,0.9434,0.5,0.0,0.93349,1.0,0.75,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.04787,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,0.6,0.27486,0.6,0.46667,0.0,0.5,0.0,0.0,0.52,0.16,0.99952,0.0,1.0,1.0,0.5,0.8,1.0,0.0,0.0001,1.0,0.0,0.90513,0.83187,0.0,0.0,0.96518,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.27184,0.01715,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75
