round,alpha,beta,give,keep,steal,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p0-T-p0,p0-T-p1,p0-T-p2,p0-T-p3,p0-T-p4,p0-T-p5,p0-T-p6,p0-T-p7,p0-T-p8,p0-T-p9,p0-T-p10,p0-T-p11,p0-T-p12,p0-T-p13,p0-T-p14,p0-T-p15,p1-T-p0,p1-T-p1,p1-T-p2,p1-T-p3,p1-T-p4,p1-T-p5,p1-T-p6,p1-T-p7,p1-T-p8,p1-T-p9,p1-T-p10,p1-T-p11,p1-T-p12,p1-T-p13,p1-T-p14,p1-T-p15,p2-T-p0,p2-T-p1,p2-T-p2,p2-T-p3,p2-T-p4,p2-T-p5,p2-T-p6,p2-T-p7,p2-T-p8,p2-T-p9,p2-T-p10,p2-T-p11,p2-T-p12,p2-T-p13,p2-T-p14,p2-T-p15,p3-T-p0,p3-T-p1,p3-T-p2,p3-T-p3,p3-T-p4,p3-T-p5,p3-T-p6,p3-T-p7,p3-T-p8,p3-T-p9,p3-T-p10,p3-T-p11,p3-T-p12,p3-T-p13,p3-T-p14,p3-T-p15,p4-T-p0,p4-T-p1,p4-T-p2,p4-T-p3,p4-T-p4,p4-T-p5,p4-T-p6,p4-T-p7,p4-T-p8,p4-T-p9,p4-T-p10,p4-T-p11,p4-T-p12,p4-T-p13,p4-T-p14,p4-T-p15,p5-T-p0,p5-T-p1,p5-T-p2,p5-T-p3,p5-T-p4,p5-T-p5,p5-T-p6,p5-T-p7,p5-T-p8,p5-T-p9,p5-T-p10,p5-T-p11,p5-T-p12,p5-T-p13,p5-T-p14,p5-T-p15,p6-T-p0,p6-T-p1,p6-T-p2,p6-T-p3,p6-T-p4,p6-T-p5,p6-T-p6,p6-T-p7,p6-T-p8,p6-T-p9,p6-T-p10,p6-T-p11,p6-T-p12,p6-T-p13,p6-T-p14,p6-T-p15,p7-T-p0,p7-T-p1,p7-T-p2,p7-T-p3,p7-T-p4,p7-T-p5,p7-T-p6,p7-T-p7,p7-T-p8,p7-T-p9,p7-T-p10,p7-T-p11,p7-T-p12,p7-T-p13,p7-T-p14,p7-T-p15,p8-T-p0,p8-T-p1,p8-T-p2,p8-T-p3,p8-T-p4,p8-T-p5,p8-T-p6,p8-T-p7,p8-T-p8,p8-T-p9,p8-T-p10,p8-T-p11,p8-T-p12,p8-T-p13,p8-T-p14,p8-T-p15,p9-T-p0,p9-T-p1,p9-T-p2,p9-T-p3,p9-T-p4,p9-T-p5,p9-T-p6,p9-T-p7,p9-T-p8,p9-T-p9,p9-T-p10,p9-T-p11,p9-T-p12,p9-T-p13,p9-T-p14,p9-T-p15,p10-T-p0,p10-T-p1,p10-T-p2,p10-T-p3,p10-T-p4,p10-T-p5,p10-T-p6,p10-T-p7,p10-T-p8,p10-T-p9,p10-T-p10,p10-T-p11,p10-T-p12,p10-T-p13,p10-T-p14,p10-T-p15,p11-T-p0,p11-T-p1,p11-T-p2,p11-T-p3,p11-T-p4,p11-T-p5,p11-T-p6,p11-T-p7,p11-T-p8,p11-T-p9,p11-T-p10,p11-T-p11,p11-T-p12,p11-T-p13,p11-T-p14,p11-T-p15,p12-T-p0,p12-T-p1,p12-T-p2,p12-T-p3,p12-T-p4,p12-T-p5,p12-T-p6,p12-T-p7,p12-T-p8,p12-T-p9,p12-T-p10,p12-T-p11,p12-T-p12,p12-T-p13,p12-T-p14,p12-T-p15,p13-T-p0,p13-T-p1,p13-T-p2,p13-T-p3,p13-T-p4,p13-T-p5,p13-T-p6,p13-T-p7,p13-T-p8,p13-T-p9,p13-T-p10,p13-T-p11,p13-T-p12,p13-T-p13,p13-T-p14,p13-T-p15,p14-T-p0,p14-T-p1,p14-T-p2,p14-T-p3,p14-T-p4,p14-T-p5,p14-T-p6,p14-T-p7,p14-T-p8,p14-T-p9,p14-T-p10,p14-T-p11,p14-T-p12,p14-T-p13,p14-T-p14,p14-T-p15,p15-T-p0,p15-T-p1,p15-T-p2,p15-T-p3,p15-T-p4,p15-T-p5,p15-T-p6,p15-T-p7,p15-T-p8,p15-T-p9,p15-T-p10,p15-T-p11,p15-T-p12,p15-T-p13,p15-T-p14,p15-T-p15,p0-I-p0,p0-I-p1,p0-I-p2,p0-I-p3,p0-I-p4,p0-I-p5,p0-I-p6,p0-I-p7,p0-I-p8,p0-I-p9,p0-I-p10,p0-I-p11,p0-I-p12,p0-I-p13,p0-I-p14,p0-I-p15,p1-I-p0,p1-I-p1,p1-I-p2,p1-I-p3,p1-I-p4,p1-I-p5,p1-I-p6,p1-I-p7,p1-I-p8,p1-I-p9,p1-I-p10,p1-I-p11,p1-I-p12,p1-I-p13,p1-I-p14,p1-I-p15,p2-I-p0,p2-I-p1,p2-I-p2,p2-I-p3,p2-I-p4,p2-I-p5,p2-I-p6,p2-I-p7,p2-I-p8,p2-I-p9,p2-I-p10,p2-I-p11,p2-I-p12,p2-I-p13,p2-I-p14,p2-I-p15,p3-I-p0,p3-I-p1,p3-I-p2,p3-I-p3,p3-I-p4,p3-I-p5,p3-I-p6,p3-I-p7,p3-I-p8,p3-I-p9,p3-I-p10,p3-I-p11,p3-I-p12,p3-I-p13,p3-I-p14,p3-I-p15,p4-I-p0,p4-I-p1,p4-I-p2,p4-I-p3,p4-I-p4,p4-I-p5,p4-I-p6,p4-I-p7,p4-I-p8,p4-I-p9,p4-I-p10,p4-I-p11,p4-I-p12,p4-I-p13,p4-I-p14,p4-I-p15,p5-I-p0,p5-I-p1,p5-I-p2,p5-I-p3,p5-I-p4,p5-I-p5,p5-I-p6,p5-I-p7,p5-I-p8,p5-I-p9,p5-I-p10,p5-I-p11,p5-I-p12,p5-I-p13,p5-I-p14,p5-I-p15,p6-I-p0,p6-I-p1,p6-I-p2,p6-I-p3,p6-I-p4,p6-I-p5,p6-I-p6,p6-I-p7,p6-I-p8,p6-I-p9,p6-I-p10,p6-I-p11,p6-I-p12,p6-I-p13,p6-I-p14,p6-I-p15,p7-I-p0,p7-I-p1,p7-I-p2,p7-I-p3,p7-I-p4,p7-I-p5,p7-I-p6,p7-I-p7,p7-I-p8,p7-I-p9,p7-I-p10,p7-I-p11,p7-I-p12,p7-I-p13,p7-I-p14,p7-I-p15,p8-I-p0,p8-I-p1,p8-I-p2,p8-I-p3,p8-I-p4,p8-I-p5,p8-I-p6,p8-I-p7,p8-I-p8,p8-I-p9,p8-I-p10,p8-I-p11,p8-I-p12,p8-I-p13,p8-I-p14,p8-I-p15,p9-I-p0,p9-I-p1,p9-I-p2,p9-I-p3,p9-I-p4,p9-I-p5,p9-I-p6,p9-I-p7,p9-I-p8,p9-I-p9,p9-I-p10,p9-I-p11,p9-I-p12,p9-I-p13,p9-I-p14,p9-I-p15,p10-I-p0,p10-I-p1,p10-I-p2,p10-I-p3,p10-I-p4,p10-I-p5,p10-I-p6,p10-I-p7,p10-I-p8,p10-I-p9,p10-I-p10,p10-I-p11,p10-I-p12,p10-I-p13,p10-I-p14,p10-I-p15,p11-I-p0,p11-I-p1,p11-I-p2,p11-I-p3,p11-I-p4,p11-I-p5,p11-I-p6,p11-I-p7,p11-I-p8,p11-I-p9,p11-I-p10,p11-I-p11,p11-I-p12,p11-I-p13,p11-I-p14,p11-I-p15,p12-I-p0,p12-I-p1,p12-I-p2,p12-I-p3,p12-I-p4,p12-I-p5,p12-I-p6,p12-I-p7,p12-I-p8,p12-I-p9,p12-I-p10,p12-I-p11,p12-I-p12,p12-I-p13,p12-I-p14,p12-I-p15,p13-I-p0,p13-I-p1,p13-I-p2,p13-I-p3,p13-I-p4,p13-I-p5,p13-I-p6,p13-I-p7,p13-I-p8,p13-I-p9,p13-I-p10,p13-I-p11,p13-I-p12,p13-I-p13,p13-I-p14,p13-I-p15,p14-I-p0,p14-I-p1,p14-I-p2,p14-I-p3,p14-I-p4,p14-I-p5,p14-I-p6,p14-I-p7,p14-I-p8,p14-I-p9,p14-I-p10,p14-I-p11,p14-I-p12,p14-I-p13,p14-I-p14,p14-I-p15,p15-I-p0,p15-I-p1,p15-I-p2,p15-I-p3,p15-I-p4,p15-I-p5,p15-I-p6,p15-I-p7,p15-I-p8,p15-I-p9,p15-I-p10,p15-I-p11,p15-I-p12,p15-I-p13,p15-I-p14,p15-I-p15
0,0.2,0.5,1.3,0.95,1.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.2,0.5,1.3,0.95,1.6,102.25,100.25,102.90625,103.71875,103.875,97.9375,102.25,97.5625,91.125,112.0,84.96875,99.28125,99.4375,110.375,106.53125,90.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.6875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.03125,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.1875,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.03125,0.0,0.5,0.09375,0.03125,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0625,0.09375,0.0625,0.03125,0.0,0.09375,0.0,0.0625,0.21875,0.09375,0.0,0.09375,0.0625,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.0625,0.0,0.09375,0.09375,0.0,0.0625,0.09375,0.0,0.0,0.0625,0.09375,0.0,0.4375,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8125,0.0,0.0,0.8125,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.218749999999996,0.0,0.0,0.0,0.0,2.4375000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4375000000000004,17.218749999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,13.0625,0.0,0.0,0.0,1.625,0.0,0.0,0.0,1.625,0.8125,2.4375000000000004,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.875,0.0,4.875000000000001,0.0,0.0,0.0,1.625,3.25,0.0,0.0,0.0,1.625,1.625,1.625,1.625,0.8125,0.0,9.5,2.4375000000000004,0.8125,0.0,0.0,0.0,2.4375000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,1.625,2.4375000000000004,1.625,0.8125,0.0,2.4375000000000004,0.0,1.625,4.15625,2.4375000000000004,0.0,2.4375000000000004,1.625,0.0,0.0,2.4375000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.03125,0.0,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8125,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,18.40625,0.0,0.0,0.0,0.0,1.625,0.0,2.4375000000000004,2.4375000000000004,0.0,1.625,2.4375000000000004,0.0,0.0,1.625,2.4375000000000004,0.0,8.3125
2,0.2,0.5,1.3,0.95,1.6,95.10314442820781,92.68435740754036,101.92817086480622,102.63582472088113,102.32122968433652,104.32305381723069,101.25036487433567,89.38027841470449,88.5311877332328,115.37662819681778,108.01324540119997,100.03227800052048,101.17045070012425,102.53538980142287,105.05630446921025,98.92824175631974,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.15625,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,0.0,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.4375,28.70214183899683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4923437500000003,0.0,5.81546875,0.0,0.0,0.0,0.0,0.0,0.0,26.744512273504878,0.0,0.0,0.649753246247591,2.4435937500000002,0.0,0.649753246247591,0.0,0.0,0.0,4.8871875000000005,0.0,0.0,0.0,1.6290625000000003,0.0,0.0,33.50431264844161,0.0,0.0,0.0,0.0,1.9750739774563444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9829700975334363,33.714466650524656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58832626385252,0.0,0.0,0.0,0.843984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6422620554052214,0.6422620554052214,23.11868359747625,0.0,0.0,3.1829687500000006,1.2845241108104428,0.0,0.0,0.0,1.2845241108104428,0.6422620554052214,6.701239291215664,0.0,0.0,0.0,0.0,0.0,0.0,34.773235588996826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.954699249092318,0.0,7.809760168706321,5.5488671875,0.0,0.0,1.2820945354021067,2.5641890708042134,0.0,0.0,0.0,1.2403868242256706,1.2403868242256706,1.2403868242256706,1.9807774492256707,0.6201934121128353,0.0,15.908367203165456,1.8605802363385058,0.6201934121128353,0.0,0.0,0.0,1.8605802363385058,11.105859375000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.364326513131005,0.0,0.0,0.0,0.0,0.0,0.0,2.4010025892109725,0.0,1.2005012946054863,1.8007519419082294,1.2005012946054863,0.6002506473027431,0.0,1.8007519419082294,0.0,1.2005012946054863,19.21457542658711,1.8007519419082294,0.0,1.8007519419082294,1.2005012946054863,0.0,0.0,1.9398451340354705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.67423761831982,4.03330078125,1.2932300893569804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.899192670056898,1.2942424124437872,0.0,1.6158593750000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.864765625000002,0.0,0.0,29.723610838275302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86556640625,0.0,0.0,0.6701009402924057,0.0,0.0,34.78877181205681,0.0,0.0,0.0,0.0,1.2379572488173345,0.0,12.179748373226001,1.8569358732260015,0.0,1.2379572488173345,1.8569358732260015,2.9493750000000003,0.0,1.2379572488173345,1.8569358732260015,0.0,13.876221215104055
3,0.2,0.5,1.3,0.95,1.6,94.28400006239545,89.78645305486046,100.84024776856067,101.65327526647522,99.33137497414417,110.77754410016485,100.12083554925908,93.29796429450599,88.00954620760606,118.33191262281221,104.46390427640462,105.63058547903876,111.70689373734226,103.95180762365194,103.17663527061694,97.35843459041732,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.3125,0.0,0.0,0.0625,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0625,0.0,0.0,0.0,0.03125,0.0,0.0,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.1875,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.21875,0.0,0.0,0.28125,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5625,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.09375,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,31.727628024705865,0.0,0.0,0.0,0.0,0.0,0.0,2.318139145437566,1.9218587559467348,0.0,12.211467582000932,0.0,0.0,1.545426096958377,0.0,0.0,0.0,30.46917988479457,0.0,0.0,0.4995911753849811,1.8788349540527585,0.0,0.4995911753849811,0.0,3.7653020196813274,0.0,10.535213543531906,0.0,0.0,0.0,1.2525566360351723,0.0,0.0,46.00815625881371,0.0,0.0,0.0,0.0,1.5704599312791911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5759478352972507,46.29677390386854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8313599911852343,0.0,0.0,45.04596265355876,0.0,0.0,0.0,0.6693005540131687,0.0,0.0,1.6627199823704686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296774707507168,0.5296774707507168,32.697173993101224,0.0,0.0,4.321222538597583,1.0593549415014336,0.0,0.0,0.8476248122649994,1.0593549415014336,0.5296774707507168,11.461365469208523,0.0,0.0,0.0,0.0,0.0,0.0,46.88478513608309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.178644286358422,0.0,0.0,0.0,0.0,0.0,0.0,26.65988709832608,0.0,5.98046393685194,8.605117614609252,0.0,0.0,3.1607443981918286,1.964200223666813,0.0,0.0,0.0,0.9777102743231194,0.9777102743231194,0.9777102743231194,9.473343425797642,0.4888551371615597,0.0,20.944773182096885,1.466565411484679,0.4888551371615597,0.0,0.0,0.0,1.466565411484679,12.343953218915207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.23459763715179,0.0,0.0,0.0,0.0,0.0,0.0,9.177727751331156,0.0,1.0784334001265787,1.6176501001898682,1.0784334001265787,0.5392167000632894,0.0,8.638511051267866,0.0,1.0784334001265787,21.893566480426163,1.6176501001898682,0.0,9.516118670152617,1.0784334001265787,0.0,0.0,6.432330705068314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.439409088678865,3.2347525087350757,1.0371714350286267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6440198238770192,43.729652309087356,1.043055839744087,0.0,1.3022961259798462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60231804348816,0.0,11.663400589911852,33.84274096606054,0.0,0.0,0.0,0.8535824738123333,0.0,0.0,0.0,0.0,0.0,0.0,0.6867999811778511,0.0,0.0,0.5315729403906162,0.0,0.0,46.93775876458814,0.0,0.0,0.0,0.0,1.0314635173429578,0.0,14.98897502714992,1.5471952760144372,2.411375892810294,8.26559119577384,1.5471952760144372,2.4625794187185406,0.0,1.0314635173429578,1.5471952760144372,0.0,19.79826314027855
