round,alpha,beta,give,keep,steal,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p0-T-p0,p0-T-p1,p0-T-p2,p0-T-p3,p0-T-p4,p0-T-p5,p0-T-p6,p0-T-p7,p0-T-p8,p0-T-p9,p1-T-p0,p1-T-p1,p1-T-p2,p1-T-p3,p1-T-p4,p1-T-p5,p1-T-p6,p1-T-p7,p1-T-p8,p1-T-p9,p2-T-p0,p2-T-p1,p2-T-p2,p2-T-p3,p2-T-p4,p2-T-p5,p2-T-p6,p2-T-p7,p2-T-p8,p2-T-p9,p3-T-p0,p3-T-p1,p3-T-p2,p3-T-p3,p3-T-p4,p3-T-p5,p3-T-p6,p3-T-p7,p3-T-p8,p3-T-p9,p4-T-p0,p4-T-p1,p4-T-p2,p4-T-p3,p4-T-p4,p4-T-p5,p4-T-p6,p4-T-p7,p4-T-p8,p4-T-p9,p5-T-p0,p5-T-p1,p5-T-p2,p5-T-p3,p5-T-p4,p5-T-p5,p5-T-p6,p5-T-p7,p5-T-p8,p5-T-p9,p6-T-p0,p6-T-p1,p6-T-p2,p6-T-p3,p6-T-p4,p6-T-p5,p6-T-p6,p6-T-p7,p6-T-p8,p6-T-p9,p7-T-p0,p7-T-p1,p7-T-p2,p7-T-p3,p7-T-p4,p7-T-p5,p7-T-p6,p7-T-p7,p7-T-p8,p7-T-p9,p8-T-p0,p8-T-p1,p8-T-p2,p8-T-p3,p8-T-p4,p8-T-p5,p8-T-p6,p8-T-p7,p8-T-p8,p8-T-p9,p9-T-p0,p9-T-p1,p9-T-p2,p9-T-p3,p9-T-p4,p9-T-p5,p9-T-p6,p9-T-p7,p9-T-p8,p9-T-p9,p0-I-p0,p0-I-p1,p0-I-p2,p0-I-p3,p0-I-p4,p0-I-p5,p0-I-p6,p0-I-p7,p0-I-p8,p0-I-p9,p1-I-p0,p1-I-p1,p1-I-p2,p1-I-p3,p1-I-p4,p1-I-p5,p1-I-p6,p1-I-p7,p1-I-p8,p1-I-p9,p2-I-p0,p2-I-p1,p2-I-p2,p2-I-p3,p2-I-p4,p2-I-p5,p2-I-p6,p2-I-p7,p2-I-p8,p2-I-p9,p3-I-p0,p3-I-p1,p3-I-p2,p3-I-p3,p3-I-p4,p3-I-p5,p3-I-p6,p3-I-p7,p3-I-p8,p3-I-p9,p4-I-p0,p4-I-p1,p4-I-p2,p4-I-p3,p4-I-p4,p4-I-p5,p4-I-p6,p4-I-p7,p4-I-p8,p4-I-p9,p5-I-p0,p5-I-p1,p5-I-p2,p5-I-p3,p5-I-p4,p5-I-p5,p5-I-p6,p5-I-p7,p5-I-p8,p5-I-p9,p6-I-p0,p6-I-p1,p6-I-p2,p6-I-p3,p6-I-p4,p6-I-p5,p6-I-p6,p6-I-p7,p6-I-p8,p6-I-p9,p7-I-p0,p7-I-p1,p7-I-p2,p7-I-p3,p7-I-p4,p7-I-p5,p7-I-p6,p7-I-p7,p7-I-p8,p7-I-p9,p8-I-p0,p8-I-p1,p8-I-p2,p8-I-p3,p8-I-p4,p8-I-p5,p8-I-p6,p8-I-p7,p8-I-p8,p8-I-p9,p9-I-p0,p9-I-p1,p9-I-p2,p9-I-p3,p9-I-p4,p9-I-p5,p9-I-p6,p9-I-p7,p9-I-p8,p9-I-p9
0,0.2,0.5,1.3,0.95,1.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.2,0.5,1.3,0.95,1.6,99.0,99.0,99.0,105.5,98.85,99.0,99.0,104.2,92.35,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.65,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,12.35,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,2.6,12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2,0.2,0.5,1.3,0.95,1.6,112.81141910242238,93.27006910242237,97.97256910242237,95.14767611820285,108.10848031460449,97.97256910242237,97.97256910242237,98.48696818775758,95.73175092722889,97.97256910242237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.972569102422355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.435000000000001,29.270069102422354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.972569102422355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.679351417227863,12.343500000000002,0.0,0.0,0.0,2.7430000000000003,0.0,0.0,0.0,0.0,6.468324700974973,26.751571931852446,0.0,0.0,2.073309880389989,1.28505,0.0,0.0,0.0,0.0,0.0,0.0,33.972569102422355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.972569102422355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.40829495426676,6.773000000000001,0.0,8.403849999999998,0.0,0.0,0.0,5.013408382752036,0.0,0.0,2.0053633531008144,20.930700927228866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.972569102422355
3,0.2,0.5,1.3,0.95,1.6,113.5393899643781,95.47547741333571,95.91385453337998,93.0422842966762,108.02447380112635,96.84459393985298,95.91385453337998,105.63729399294704,89.90007025687291,95.91385453337998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,50.4974376668287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.997690118745661,40.45454721834122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.273643398331491,44.71385453337996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.022056494995624,11.861705547066867,0.0,0.0,0.0,2.0861924373319094,0.0,0.0,0.0,0.0,6.820227801680571,40.882439618702726,0.0,0.0,1.7355768668331972,2.481285634597576,0.0,0.0,0.0,0.0,0.0,0.0,45.64459393985297,0.0,0.0,0.0,0.0,0.0,1.273643398331491,0.0,0.0,0.0,0.0,44.71385453337996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.357996337593306,5.268455009876334,0.0,6.844262178803735,0.0,0.0,0.0,4.080328635356741,0.0,0.0,10.343720788520525,28.86413717506707,0.0,0.0,1.273643398331491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.71385453337996
4,0.2,0.5,1.3,0.95,1.6,101.76492818171434,109.71866813714216,108.91590465285236,95.01384357055451,107.95301324076111,95.76192229121976,97.6939836724469,113.84831384202444,82.52791119286731,86.47206269204145,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.55,51.43088833585628,14.760120695369153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054505616224962,50.9659990400491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0108494672412995,45.51206269204144,0.0,0.0,0.0,11.221920980405459,0.0,0.0,0.0,0.0,0.0,0.0,40.159033459431726,16.669535243109213,0.0,0.0,0.0,1.6555420962333387,0.0,0.0,0.0,0.0,13.894810111122787,47.14874340572847,0.0,0.0,1.3917231671093664,1.9895932368615163,0.0,0.0,0.0,0.0,0.0,0.0,54.80192229121975,0.0,0.0,0.0,0.0,0.0,1.0108494672412995,11.221920980405459,0.0,0.0,0.0,45.51206269204144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.27147042478467,4.375033548197348,0.0,5.319534229633082,0.0,0.0,0.0,3.1747345919234293,0.0,0.0,16.2251202501304,33.54774231157509,0.0,0.0,1.0108494672412995,11.221920980405459,0.0,0.0,0.0,0.0,0.0,0.0,45.51206269204144
5,0.2,0.5,1.3,0.95,1.6,99.81784025461062,108.69864403817564,109.6859592836737,90.17594023095613,110.76895418952677,97.1105555217637,95.72448486363538,112.55421985815036,81.32284568567346,96.72591055933913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.45,0.0,0.0,0.0,0.3,0.0,0.0,0.25,0.0,0.0,0.0,0.7,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.45,0.0,0.0,0.1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,58.09435040975069,11.145719235144437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890708768508475,62.3481578025997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4263426857828483,0.0,0.8587416074453578,47.97286436984598,0.0,0.0,0.0,18.033209725163548,0.0,0.0,7.079533802435404,0.0,0.0,0.0,44.945756357127706,19.586195777750582,0.0,0.0,0.0,1.3316021938669813,1.235179966417209,0.0,0.0,0.0,12.462183873828415,55.98458480274071,0.0,0.0,1.1074976436197355,1.5834442533315236,1.4033891721298946,0.0,0.0,0.0,0.0,0.0,60.67837513128354,0.0,0.0,0.0,1.244904989785857,0.0,0.8122556668104937,20.44775208514045,0.0,0.0,2.5400435754836197,44.923275138471816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.20508793872145,5.099311539727577,1.480028079946318,4.064781076351435,0.0,0.0,0.0,2.4301736090354726,0.0,0.0,13.47363427580917,40.540487698747356,0.0,0.0,0.7657697261756294,8.497342828687259,0.0,0.0,1.124136814996539,0.0,0.0,0.0,50.08853186284159
6,0.2,0.5,1.3,0.95,1.6,98.67508320699156,108.84690624005344,99.8796908678766,96.21721665434043,100.40285625681057,103.99335690937875,101.12298609855517,105.60760713415515,89.59149533126404,108.2265895776309,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.45,0.0,0.0,0.0,0.3,0.0,0.1,0.15,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,55.456099302208905,21.80070472825003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7794956828931,58.855293130608516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.786456219092674,0.0,0.6884884225459466,47.83909568110417,0.0,0.0,0.0,23.01288070671614,0.0,2.8518349413755164,9.95310977277326,0.0,0.0,0.0,51.27702382544179,16.427124257801673,0.0,0.0,0.0,1.0382544947912742,0.9616236057726937,0.0,0.0,0.0,18.725792828898626,55.8325495089441,5.759985617855392,0.0,0.8966252473548016,1.2816281296712053,1.1356796377110994,0.0,0.0,0.0,0.0,0.0,66.33850465871458,0.0,0.0,0.0,2.263905999660269,0.0,0.6423554720475991,18.658480675461355,0.0,0.0,2.0086577682039333,51.895705391839016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.463204858155955,0.0,66.74913382458703,11.365562618356595,1.1755915928635206,3.2250882218895356,0.0,0.0,0.0,1.9287824900647796,0.0,0.0,11.7474480622133,46.83981514706944,0.0,0.0,0.645664486601346,7.16771451131106,0.0,0.0,2.2086040064488595,0.0,0.0,0.0,59.735822749757375
7,0.2,0.5,1.3,0.95,1.6,103.42898291150976,103.49562077993693,106.39138420998825,96.91394937325849,95.5834673432867,107.6371748487446,103.28337413647098,104.14189613136077,90.32203779412507,99.3614502014183,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.1,0.0,0.0,0.45,61.71672409696116,18.543828014317707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05139481203609,62.388371816329766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406103556399832,0.0,0.5222665483477151,54.35363982533457,0.0,0.0,0.0,18.78431910144914,0.0,2.1692462845290104,7.570364499335402,0.0,0.0,0.0,60.43241414763655,13.498063980822643,0.0,0.0,0.0,0.8521330436019551,0.7904245502434051,0.0,0.0,0.0,15.510015225621935,59.508095326846686,4.371793466764465,0.0,0.6787017951286857,2.276520970185552,0.8614420419947492,0.0,0.0,0.0,0.0,0.0,73.43612987518293,0.0,0.0,0.0,3.217798341346411,0.0,0.5255207402907636,16.581714351568586,0.0,0.0,1.6434441471951855,60.713643706003424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.129029740286265,0.0,71.5282793983253,8.767238761668942,0.9073425586349642,2.6893440025125024,0.0,0.0,0.0,1.6057880356173646,0.0,0.0,10.963394937906775,55.2853787341396,0.0,0.0,0.5441136606509599,14.484510033085076,0.0,0.0,6.08525761931575,2.8138913290184036,0.0,0.0,59.63645465346351
8,0.2,0.5,1.3,0.95,1.6,105.96456798682037,99.65016496765867,107.12069445149378,97.13647942845223,92.70684008807218,107.674799312627,104.02806377571147,98.03243400483994,96.88596027740488,96.94351108045525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,70.23536977703475,15.19422747152637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78984583429579,66.40432146613027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2231894061550435,0.0,0.43189004034753753,63.12153879331157,0.0,0.0,0.0,18.28479510098598,0.0,1.7907788697966873,6.249806025295212,0.0,0.0,0.0,66.98330868608886,10.847721484454086,0.0,0.0,0.0,0.6846830560770446,0.6352604352259597,0.0,0.0,0.0,13.375954742363366,63.79114884701954,3.4211541244958066,0.0,0.530495842562763,1.7796961609711595,0.673941857755024,0.0,0.0,0.0,0.0,0.0,79.28759429571512,0.0,0.0,0.0,4.022141992906752,0.0,0.42536922540877387,16.107889153839647,0.0,0.0,1.3302979688470888,66.80508738704582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8980373682834957,0.0,70.73599073517887,15.096249336958994,0.7217369704884175,2.1621363754898244,0.0,0.0,0.0,1.2907537565985525,0.0,0.0,9.988731427098296,60.757336853600975,0.0,0.0,0.4171407642456976,11.114050504342547,0.0,0.0,5.960499555285484,2.160965287679654,0.0,0.0,63.64021839262884
9,0.2,0.5,1.3,0.95,1.6,105.56866069599508,97.95619628629399,129.74907844583544,103.44617654925122,85.92696134943154,105.63753752169896,87.5569481842588,97.09019500663632,96.5604456013846,98.43183099040144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,77.13673189780842,12.329587191874271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.21478964004944,71.18463106777017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3245648470549627,0.0,0.3475252504094899,71.13896453551527,0.0,0.0,0.0,14.710554983448317,0.0,1.4405436257585702,5.027520620458713,0.0,0.0,0.0,72.22278728393935,8.707003941786425,0.0,0.0,0.0,0.5494879874942743,0.5099172283956299,0.0,0.0,0.0,17.80161646531186,62.727870844503826,2.7043054117187544,0.0,0.41906634010307625,1.4060025600120638,0.5326488745384061,0.0,0.0,0.0,0.0,0.0,83.01991750662089,0.0,0.0,0.0,4.6252938434618756,0.0,0.3423116302108944,23.781699786321187,0.0,0.0,1.0705658916415979,57.712458383064856,0.0,0.0,10.818918632673995,0.0,0.0,0.0,0.0,0.0,0.6996786153579042,0.0,73.69258716918988,11.752986018031244,0.5624321652506609,1.7953663581372223,0.0,0.0,0.0,1.0703137631412902,0.0,0.0,9.556768697343372,67.98965261008843,0.0,0.0,0.33036834602916465,21.406641323998986,0.0,0.0,4.721297296359826,1.712162017745614,0.0,0.0,59.60876197856717
